Referenzstring|Style|Literaturtyp|BibTeX
"Singleton, T. 2000. ""The Scavenger Hunt: Evolving the Mobility of Distributed Java Objects"" in Koza, J. R., ed. Genetic Algorithms and Genetic Programming at Stanford 2000. Stanford, California, 94305-3079 USA: Stanford Bookstore. pp. 351–359.
"|harvard|incollection|"@InCollection{singleton:2000:TSHEMDJO,
  author =       ""Todd Singleton"",
  title =        ""The Scavenger Hunt: Evolving the Mobility of
                 Distributed Java Objects"",
  booktitle =    ""Genetic Algorithms and Genetic Programming at Stanford
                 2000"",
  year =         ""2000"",
  editor =       ""John R. Koza"",
  pages =        ""351--359"",
  address =      ""Stanford, California, 94305-3079 USA"",
  month =        jun,
  publisher =    ""Stanford Bookstore"",
  keywords =     ""genetic algorithms, genetic programming"",
  notes =        ""part of \cite{koza:2000:gagp}"",
}

"
"Smilak, K. C. 1999. ""Finding the Ultimate Video Poker Player using Genetic Programming"" in Koza, J. R., ed. Genetic Algorithms and Genetic Programming at Stanford 1999. Stanford, California, 94305-3079 USA: Stanford Bookstore. pp. 209–217.
"|harvard|incollection|"@InCollection{smilak:1999:FUVPPGP,
  author =       ""Kevin C. Smilak"",
  title =        ""Finding the Ultimate Video Poker Player using Genetic
                 Programming"",
  booktitle =    ""Genetic Algorithms and Genetic Programming at Stanford
                 1999"",
  year =         ""1999"",
  editor =       ""John R. Koza"",
  pages =        ""209--217"",
  address =      ""Stanford, California, 94305-3079 USA"",
  month =        ""15 "" # mar,
  publisher =    ""Stanford Bookstore"",
  keywords =     ""genetic algorithms, genetic programming"",
  notes =        ""part of \cite{koza:1999:GAGPs}"",
}

"
"Smith, B. 1994. ""A New Paradigm for Genetic Algorithms: Multidimensional Chromosomes"" in Koza, J. R., ed. Genetic Algorithms at Stanford 1994. Stanford, California, 94305-3079 USA: Stanford Bookstore. pp. 140–149.
"|harvard|incollection|"@InCollection{smith:1994:npga:mdc,
  author =       ""Brian Smith"",
  title =        ""A New Paradigm for Genetic Algorithms:
                 Multidimensional Chromosomes"",
  booktitle =    ""Genetic Algorithms at Stanford 1994"",
  year =         ""1994"",
  editor =       ""John R. Koza"",
  pages =        ""140--149"",
  address =      ""Stanford, California, 94305-3079 USA"",
  month =        dec,
  organisation = ""Stanford University"",
  publisher =    ""Stanford Bookstore"",
  keywords =     ""genetic algorithms"",
  ISBN =         ""0-18-187263-3"",
  notes =        ""This volume contains 20 papers written and submitted
                 by students describing their term projects for the
                 course {""}Genetic Algorithms and Genetic Programming{""}
                 (Computer Science 426) at Stanford University offered
                 during the fall quarter 1994
                 http://www-cs-faculty.stanford.edu/~koza/cs426.html"",
}

"
"Smith, M. G. & Bull, L. 2004. ""GAP: Constructing and Selecting Features with Evolutionary Computation"" in Ghosh, A. & Jain, L. C., eds. Evolutionary Computing in Data Mining. Studies in Fuzziness and Soft Computing, Vol. 163. Springer. pp. 41–56. URL: http://www.springeronline.com/sgw/cda/frontpage/0,11855,5-175-22-33980376-0,00.html, doi:doi://10.1007/3-540-32358-9_3.
"|harvard|incollection|"@InCollection{smith:2004:ECDM,
  author =       ""Matthew G. Smith and Larry Bull"",
  title =        ""{GAP}: Constructing and Selecting Features with
                 Evolutionary Computation"",
  booktitle =    ""Evolutionary Computing in Data Mining"",
  publisher =    ""Springer"",
  year =         ""2004"",
  editor =       ""Ashish Ghosh and Lakhmi C. Jain"",
  volume =       ""163"",
  series =       ""Studies in Fuzziness and Soft Computing"",
  chapter =      ""3"",
  pages =        ""41--56"",
  keywords =     ""genetic algorithms, genetic programming, ADFs"",
  ISBN =         ""3-540-22370-3"",
  URL =          ""http://www.springeronline.com/sgw/cda/frontpage/0,11855,5-175-22-33980376-0,00.html"",
  doi =          ""doi://10.1007/3-540-32358-9_3"",
  abstract =     ""The use of machine learning techniques to
                 automatically analyze data for information is becoming
                 increasingly widespread. In this chapter we examine the
                 use of Genetic Programming and a Genetic Algorithm to
                 pre-process data before it is classified using the C4.5
                 decision tree learning algorithm. Genetic Programming
                 is used to construct new features from those available
                 in the data, a potentially significant process for data
                 mining since it gives consideration to hidden
                 relationships between features. A Genetic Algorithm is
                 used to determine which set of features is the most
                 predictive. Using ten well-known data sets we show that
                 our approach, in comparison to C4.5 alone, provides
                 marked improvement in a number of cases."",
  notes =        ""GA+GP system used to preprocess ten UCI datasets
                 constructing and selecting new features before using
                 C4.5"",
  size =         ""16 pages"",
}

"
"Smits, G. & Kotanchek, M. 2004. ""Pareto-Front Exploitation in Symbolic Regression"" in O'Reilly, U.-M., Yu, T., Riolo, R. L., & Worzel, B., eds. Genetic Programming Theory and Practice II. Ann Arbor: Springer. pp. 283–299. doi:doi:10.1007/0-387-23254-0_17.
"|harvard|incollection|"@InCollection{smits:2004:GPTP,
  author =       ""Guido Smits and Mark Kotanchek"",
  title =        ""Pareto-Front Exploitation in Symbolic Regression"",
  booktitle =    ""Genetic Programming Theory and Practice {II}"",
  year =         ""2004"",
  editor =       ""Una-May O'Reilly and Tina Yu and Rick L. Riolo and
                 Bill Worzel"",
  chapter =      ""17"",
  pages =        ""283--299"",
  address =      ""Ann Arbor"",
  month =        ""13-15 "" # may,
  publisher =    ""Springer"",
  keywords =     ""genetic algorithms, genetic programming, Pareto front,
                 multi-objective optimisation, symbolic regression,
                 ParetoGP"",
  ISBN =         ""0-387-23253-2"",
  doi =          ""doi:10.1007/0-387-23254-0_17"",
  abstract =     ""Symbolic regression via genetic programming
                 (hereafter, referred to simply as symbolic regression)
                 has proved to be a very important tool for industrial
                 empirical modelling (Kotanchek et al., 2003). Two of
                 the primary problems with industrial use of symbolic
                 regression are (1) the relatively large computational
                 demands in comparison with other nonlinear empirical
                 modeling techniques such as neural networks and (2) the
                 difficulty in making the trade-off between expression
                 accuracy and complexity. The latter issue is
                 significant since, in general, we prefer parsimonious
                 (simple) expressions with the expectation that they are
                 more robust with respect to changes over time in the
                 underlying system or extrapolation outside the range of
                 the data used as the reference in evolving the symbolic
                 regression.

                 In this chapter, we present a genetic programming
                 variant, Pareto GP, which exploits the Pareto front to
                 dramatically speed the symbolic regression solution
                 evolution as well as explicitly exploit the
                 complexity-performance trade-off. In addition to the
                 improvement in evolution efficiency, the Pareto front
                 perspective allows the user to choose appropriate
                 models for further analysis or deployment. The Pareto
                 front avoids the need to a priori specify a trade-off
                 between competing objectives (e.g. complexity and
                 performance) by identifying the curve (or surface or
                 hyper-surface) which characterises, for example, the
                 best performance for a given expression complexity."",
  notes =        ""part of \cite{oreilly:2004:GPTP2}"",
}

"
"Smits, G., Kordon, A., Vladislavleva, K., Jordaan, E., & Kotanchek, M. 2005. ""Variable Selection in Industrial Datasets using Pareto Genetic Programming"" in Yu, T., Riolo, R. L., & Worzel, B., eds. Genetic Programming Theory and Practice III. Genetic Programming, Vol. 9. Ann Arbor: Springer. pp. 79–92.
"|harvard|incollection|"@InCollection{smits:2005:GPTP,
  author =       ""Guido Smits and Arthur Kordon and Katherine
                 Vladislavleva and Elsa Jordaan and Mark Kotanchek"",
  title =        ""Variable Selection in Industrial Datasets using Pareto
                 Genetic Programming"",
  booktitle =    ""Genetic Programming Theory and Practice {III}"",
  year =         ""2005"",
  editor =       ""Tina Yu and Rick L. Riolo and Bill Worzel"",
  volume =       ""9"",
  series =       ""Genetic Programming"",
  chapter =      ""6"",
  pages =        ""79--92"",
  address =      ""Ann Arbor"",
  month =        ""12-14 "" # may,
  publisher =    ""Springer"",
  keywords =     ""genetic algorithms, genetic programming, Symbolic
                 Regression, Variable Selection, Pareto GP"",
  ISBN =         ""0-387-28110-X"",
  size =         ""14 pages"",
  abstract =     ""This chapter gives an overview, based on the
                 experience from the Dow Chemical Company, of the
                 importance of variable selection to build robust models
                 from industrial datasets. A quick review of variable
                 selection schemes based on linear techniques is given.
                 A relatively simple fitness inheritance scheme is
                 proposed to do nonlinear sensitivity analysis that is
                 especially effective when combined with Pareto GP. The
                 method is applied to two industrial datasets with good
                 results."",
  notes =        ""part of \cite{yu:2005:GPTP} Published Jan 2006 after
                 the workshop"",
}

"
"Smits, G. F., Vladislavleva, E., & Kotanchek, M. E. 2010. ""Scalable Symbolic Regression by Continuous Evolution with Very Small Populations"" in Riolo, R., McConaghy, T., & Vladislavleva, E., eds. Genetic Programming Theory and Practice VIII. Genetic and Evolutionary Computation, Vol. 8. Ann Arbor, USA: Springer. pp. 147–160. URL: http://www.springer.com/computer/ai/book/978-1-4419-7746-5.
"|harvard|incollection|"@InCollection{Smits:2010:GPTP,
  author =       ""Guido F. Smits and Ekaterina Vladislavleva and Mark E.
                 Kotanchek"",
  title =        ""Scalable Symbolic Regression by Continuous Evolution
                 with Very Small Populations"",
  booktitle =    ""Genetic Programming Theory and Practice VIII"",
  year =         ""2010"",
  editor =       ""Rick Riolo and Trent McConaghy and Ekaterina
                 Vladislavleva"",
  series =       ""Genetic and Evolutionary Computation"",
  volume =       ""8"",
  address =      ""Ann Arbor, USA"",
  month =        ""20-22 "" # may,
  publisher =    ""Springer"",
  chapter =      ""9"",
  pages =        ""147--160"",
  keywords =     ""genetic algorithms, genetic programming"",
  isbn13 =       ""978-1-4419-7746-5"",
  URL =          ""http://www.springer.com/computer/ai/book/978-1-4419-7746-5"",
  notes =        ""part of \cite{Riolo:2010:GPTP}"",
}

"
"Soule, T. 2003. ""Operator Choice and the Evolution of Robust Solutions"" in Riolo, R. L. & Worzel, B., eds. Genetic Programming Theory and Practise. Kluwer. pp. 257–270.
"|harvard|incollection|"@InCollection{soule:2003:GPTP,
  author =       ""Terence Soule"",
  title =        ""Operator Choice and the Evolution of Robust
                 Solutions"",
  booktitle =    ""Genetic Programming Theory and Practise"",
  publisher =    ""Kluwer"",
  year =         ""2003"",
  editor =       ""Rick L. Riolo and Bill Worzel"",
  chapter =      ""16"",
  pages =        ""257--270"",
  keywords =     ""genetic algorithms, genetic programming, Code growth,
                 code bloat, operators, introns, design, robust
                 solutions"",
  ISBN =         ""1-4020-7581-2"",
  abstract =     ""This research demonstrates that evolutionary pressure
                 favouring robust solutions has a significant impact on
                 the evolutionary process. More robust solutions are
                 solutions that are less likely to be degraded by the
                 genetic operators. This pressure for robust solutions
                 can be used to explain a number of evolutionary
                 behaviours. The experiments examine the effect of
                 different types and rates of genetic operators on the
                 evolution of robust solutions. Previously robustness
                 was observed to occur through an increase in
                 inoperative genes (introns). This work shows that
                 alternative strategies to increase robustness can
                 evolve. The results also show that different genetic
                 operators lead to different strategies for improving
                 robustness. These results can be useful in designing
                 genetic operators to encourage particular evolutionary
                 behaviors."",
  size =         ""pages"",
}

"
"Soule, T. & Komireddy, P. 2006. ""Orthogonal Evolution of Teams: A Class of Algorithms for Evolving Teams with Inversely Correlated Errors"" in Riolo, R. L., Soule, T., & Worzel, B., eds. Genetic Programming Theory and Practice IV. Genetic and Evolutionary Computation, Vol. 5. Ann Arbor: Springer. pp. -.
"|harvard|incollection|"@InCollection{Soule:2006:GPTP,
  author =       ""Terence Soule and Pavankumarreddy Komireddy"",
  title =        ""Orthogonal Evolution of Teams: {A} Class of Algorithms
                 for Evolving Teams with Inversely Correlated Errors"",
  booktitle =    ""Genetic Programming Theory and Practice {IV}"",
  year =         ""2006"",
  editor =       ""Rick L. Riolo and Terence Soule and Bill Worzel"",
  volume =       ""5"",
  series =       ""Genetic and Evolutionary Computation"",
  chapter =      ""8"",
  pages =        ""-"",
  address =      ""Ann Arbor"",
  month =        ""11-13 "" # may,
  publisher =    ""Springer"",
  keywords =     ""genetic algorithms, genetic programming"",
  ISBN =         ""0-387-33375-4"",
  abstract =     ""Several general evolutionary approaches have proven
                 quite successful at evolving teams (or ensembles)
                 consisting of cooperating team members. However, in
                 this paper we demonstrate that the existing approaches
                 have subtle, but significant, weaknesses. We then
                 present a novel class of evolutionary algorithms
                 (orthogonal evolution of teams (OET)) for evolving
                 teams that overcomes these weaknesses. Specifically it
                 is shown that a typical algorithm from the OET class of
                 algorithms successfully generates team members that
                 have fitnesses comparable to those evolved
                 independently and that have inversely correlated
                 errors, which maximises the teams' overall performance.
                 Finally it is shown that the OET approach performs
                 significantly better than the standard evolutionary
                 approaches."",
  notes =        ""part of \cite{Riolo:2006:GPTP} Published Jan 2007
                 after the workshop"",
}

"
"Soule, T., Riolo, R. L., & Worzel, B. 2007. ""Genetic Programming: Theory and Practice"" in Riolo, R. L., Soule, T., & Worzel, B., eds. Genetic Programming Theory and Practice V. Genetic and Evolutionary Computation. Ann Arbor: Springer. pp. 1–12. doi:doi:10.1007/978-0-387-76308-8_1.
"|harvard|incollection|"@InCollection{Soule:2007:GPTPintro,
  author =       ""Terence Soule and Rick L. Riolo and Bill Worzel"",
  title =        ""Genetic Programming: Theory and Practice"",
  booktitle =    ""Genetic Programming Theory and Practice {V}"",
  year =         ""2007"",
  editor =       ""Rick L. Riolo and Terence Soule and Bill Worzel"",
  series =       ""Genetic and Evolutionary Computation"",
  chapter =      ""1"",
  pages =        ""1--12"",
  address =      ""Ann Arbor"",
  month =        ""17-19"" # may,
  publisher =    ""Springer"",
  keywords =     ""genetic algorithms, genetic programming"",
  isbn13 =       ""978-0-387-76308-8"",
  doi =          ""doi:10.1007/978-0-387-76308-8_1"",
  size =         ""11 pages"",
  abstract =     ""In 2003 the Center for Complex Studies (CSCS) of the
                 University of Michigan organised the first Genetic
                 Programming Theory and Practice Workshop to bring
                 together practitioners and theorists to bridge the gap
                 between what practicioners were doing and what
                 theorists were studying. In the introductory chapter of
                 that volume the authors described Genetic Programming
                 (GP) as a young art that is just beginning to make its
                 way into applications programming in a serious way
                 (Riolo and Worzel, 2004). Five years later GP is still
                 a relatively young field, but it is rapidly maturing
                 and has produced a substantial track record of
                 significant successes on large-scale, real world
                 applications. However, these successes are still
                 generally achieved by researchers with significant
                 expert knowledge of GP; successful application of GP to
                 large scale problems remains out of the reach of
                 novices. The lack of a rigorous, detailed theory that
                 is mature enough to guide the development of GP systems
                 to solve specific problems contributes to this
                 weakness. Thus, there remains an on-going need to both
                 strengthen theory and to keep it closely tied to the
                 practice of GP. The Genetic Programming Theory and
                 Practice Workshops remain focused on this goal."",
  notes =        ""part of \cite{Riolo:2007:GPTP}, published 2008"",
}

"
"Soule, T. & Heckendorn, R. B. 2007. ""Improving Performance and Cooperation in Multi-Agent Systems"" in Riolo, R. L., Soule, T., & Worzel, B., eds. Genetic Programming Theory and Practice V. Genetic and Evolutionary Computation. Ann Arbor: Springer. pp. 223–240. doi:doi:10.1007/978-0-387-76308-8_13.
"|harvard|incollection|"@InCollection{Soule:2007:GPTP,
  author =       ""Terence Soule and Robert B. Heckendorn"",
  title =        ""Improving Performance and Cooperation in Multi-Agent
                 Systems"",
  booktitle =    ""Genetic Programming Theory and Practice {V}"",
  year =         ""2007"",
  editor =       ""Rick L. Riolo and Terence Soule and Bill Worzel"",
  series =       ""Genetic and Evolutionary Computation"",
  chapter =      ""13"",
  pages =        ""223--240"",
  address =      ""Ann Arbor"",
  month =        ""17-19"" # may,
  publisher =    ""Springer"",
  keywords =     ""genetic algorithms, genetic programming"",
  isbn13 =       ""978-0-387-76308-8"",
  doi =          ""doi:10.1007/978-0-387-76308-8_13"",
  size =         ""17 pages"",
  abstract =     ""Research has shown that evolutionary algorithms are a
                 promising approach for training agents in heterogeneous
                 multi-agent systems. However, research in evolving
                 teams (or ensembles) has proven that common
                 evolutionary approaches have subtle, but significant,
                 weaknesses when it comes to balancing member
                 performance and member cooperation. In addition, there
                 are potentially significant scaling problems in
                 applying evolutionary techniques to very large
                 multi-agent systems. It is impractical to train each
                 member of a large system individually, but purely
                 homogeneous teams are inadequate. Previously we
                 proposed Orthogonal Evolution of Teams (OET) as a novel
                 approach to evolving teams that overcomes the
                 weaknesses with balancing member performance and member
                 cooperation. In this paper we test two basic
                 evolutionary techniques and OET on the problem of
                 evolving multi-agent systems, specifically a landscape
                 exploration problem with heterogeneous agents, and
                 examine the ability of the algorithms to evolve teams
                 that are scalable in the number of team members. Our
                 results confirm that the more traditional evolutionary
                 approaches suffer the same weakness with multi-agent
                 systems as they do with teams and that OET does
                 compensate for these weaknesses. In addition, the three
                 algorithms show distinctly different scaling behaviour,
                 with OET scaling significantly better than the two more
                 traditional approaches."",
  notes =        ""part of \cite{Riolo:2007:GPTP} published 2008"",
}

"
"Soule, T., Riolo, R. L., & O'Reilly, U.-M. 2008. ""Genetic Programming: Theory and Practice VI"" in Soule, T., Riolo, R. L., & Worzel, B., eds. Genetic Programming Theory and Practice VI. Genetic and Evolutionary Computation. Ann Arbor: Springer. pp. 1–19.
"|harvard|incollection|"@InCollection{Soule:2008:GPTPa,
  author =       ""Terence Soule and Rick L. Riolo and Una-May O'Reilly"",
  title =        ""Genetic Programming: Theory and Practice {VI}"",
  booktitle =    ""Genetic Programming Theory and Practice {VI}"",
  year =         ""2008"",
  editor =       ""Terence Soule and Rick L. Riolo and Bill Worzel"",
  series =       ""Genetic and Evolutionary Computation"",
  chapter =      ""1"",
  pages =        ""1--19"",
  address =      ""Ann Arbor"",
  month =        ""15-17"" # may,
  publisher =    ""Springer"",
  size =         ""19 pages"",
  keywords =     ""genetic algorithms, genetic programming"",
}

"
"Soule, T. 2008. ""Crossover and Sampling Biases on Nearly Uniform Landscapes"" in Riolo, R. L., Soule, T., & Worzel, B., eds. Genetic Programming Theory and Practice VI. Genetic and Evolutionary Computation. Ann Arbor: Springer. pp. 75–91.
"|harvard|incollection|"@InCollection{Soule:2008:GPTP,
  author =       ""Terence Soule"",
  title =        ""Crossover and Sampling Biases on Nearly Uniform
                 Landscapes"",
  booktitle =    ""Genetic Programming Theory and Practice {VI}"",
  year =         ""2008"",
  editor =       ""Rick L. Riolo and Terence Soule and Bill Worzel"",
  series =       ""Genetic and Evolutionary Computation"",
  chapter =      ""6"",
  pages =        ""75--91"",
  address =      ""Ann Arbor"",
  month =        ""15-17"" # may,
  publisher =    ""Springer"",
  size =         ""16 pages"",
  isbn13 =       ""978-0-387-87622-1"",
  notes =        ""part of \cite{Riolo:2008:GPTP} To be published late
                 2008"",
  keywords =     ""genetic algorithms, genetic programming"",
}

"
"Soule, T., Heckendorn, R. B., Dyre, B., & Lew, R. 2010. ""Ensemble Classifiers: AdaBoost and Orthogonal Evolution of Teams"" in Riolo, R., McConaghy, T., & Vladislavleva, E., eds. Genetic Programming Theory and Practice VIII. Genetic and Evolutionary Computation, Vol. 8. Ann Arbor, USA: Springer. pp. 55–69. URL: http://www.springer.com/computer/ai/book/978-1-4419-7746-5.
"|harvard|incollection|"@InCollection{Soule:2010:GPTP,
  author =       ""Terence Soule and Robert B. Heckendorn and Brian Dyre
                 and Roger Lew"",
  title =        ""Ensemble Classifiers: AdaBoost and Orthogonal
                 Evolution of Teams"",
  booktitle =    ""Genetic Programming Theory and Practice VIII"",
  year =         ""2010"",
  editor =       ""Rick Riolo and Trent McConaghy and Ekaterina
                 Vladislavleva"",
  series =       ""Genetic and Evolutionary Computation"",
  volume =       ""8"",
  address =      ""Ann Arbor, USA"",
  month =        ""20-22 "" # may,
  publisher =    ""Springer"",
  chapter =      ""4"",
  pages =        ""55--69"",
  keywords =     ""genetic algorithms, genetic programming"",
  isbn13 =       ""978-1-4419-7746-5"",
  URL =          ""http://www.springer.com/computer/ai/book/978-1-4419-7746-5"",
  notes =        ""part of \cite{Riolo:2010:GPTP}"",
}

"
"Spector, L. 1996. ""Simultaneous Evolution of Programs and their Control Structures"" in Angeline, P. J. & Kinnear, Jr., K. E., eds. Advances in Genetic Programming 2. Cambridge, MA, USA: MIT Press. pp. 137–154. URL: http://helios.hampshire.edu/lspector/pubs/AiGP2-post-final-e.pdf.
"|harvard|incollection|"@InCollection{spector:1996:aigp2,
  author =       ""Lee Spector"",
  title =        ""Simultaneous Evolution of Programs and their Control
                 Structures"",
  booktitle =    ""Advances in Genetic Programming 2"",
  publisher =    ""MIT Press"",
  year =         ""1996"",
  editor =       ""Peter J. Angeline and K. E. {Kinnear, Jr.}"",
  pages =        ""137--154"",
  chapter =      ""7"",
  address =      ""Cambridge, MA, USA"",
  keywords =     ""genetic algorithms, genetic programming"",
  ISBN =         ""0-262-01158-1"",
  URL =          ""http://helios.hampshire.edu/lspector/pubs/AiGP2-post-final-e.pdf"",
  abstract =     ""This chapter shows how a genetic programming system
                 can be used to simultaneously evolve programs and their
                 control structures. Koza has previously shown that the
                 performance of a genetic programming system can
                 sometimes be improved by allowing for the simultaneous
                 evolution of a main program and a collection of
                 automatically defined functions (ADFs). This chapter
                 shows how related techniques can be used to
                 simultaneously evolve a main program and a collection
                 of automatically defined macros (ADMs). Examples are
                 provided to show how the use of ADMs can lead to the
                 production of useful new control structures during
                 evolution, and data is presented to show that ADMs
                 sometimes provide a greater benefit than do ADFs. The
                 chapter includes a discussion of characteristics of
                 problems that may benefit most from the use of ADMs or
                 from architectures that include both ADFs and ADMs. It
                 is suggested that ADMs are likely to be useful for
                 evolving intelligent action systems for complex
                 environments, and data is presented to show that this
                 is the case for one such application. The chapter
                 concludes with a discussion of several directions for
                 further research."",
}

"
"Spector, L., Barnum, H., Bernstein, H. J., & Swamy, N. 1999. ""Quantum Computing Applications of Genetic Programming"" in Spector, L., Langdon, W. B., O'Reilly, U.-M., & Angeline, P. J., eds. Advances in Genetic Programming 3. Cambridge, MA, USA: MIT Press. pp. 135–160. URL: http://www.cs.bham.ac.uk/~wbl/aigp3/ch07.pdf.
"|harvard|incollection|"@InCollection{spector:1999:aigp3,
  author =       ""Lee Spector and Howard Barnum and Herbert J. Bernstein
                 and Nikhil Swamy"",
  title =        ""Quantum Computing Applications of Genetic
                 Programming"",
  booktitle =    ""Advances in Genetic Programming 3"",
  publisher =    ""MIT Press"",
  year =         ""1999"",
  editor =       ""Lee Spector and William B. Langdon and Una-May
                 O'Reilly and Peter J. Angeline"",
  chapter =      ""7"",
  pages =        ""135--160"",
  address =      ""Cambridge, MA, USA"",
  month =        jun,
  keywords =     ""genetic algorithms, genetic programming"",
  ISBN =         ""0-262-19423-6"",
  URL =          ""http://www.cs.bham.ac.uk/~wbl/aigp3/ch07.pdf"",
  abstract =     ""Quantum computers are computational devices that use
                 the dynamics of atomic-scale objects to store and
                 manipulate information. Only a few, small-scale quantum
                 computers have been built to date, but quantum
                 computers can in principle outperform all possible
                 classical computers in significant ways. Quantum
                 computation is therefore a subject of considerable
                 theoretical interest that may also have practical
                 applications in the future.

                 Genetic programming can automatically discover new
                 algorithms for quantum computers [spector:1998:GPqc].
                 We describe how to simulate a quantum computer so that
                 the fitness of a quantum algorithm can be determined on
                 classical hardware. We then describe ways in which
                 three different genetic programming approaches can
                 drive the simulator to evolve new quantum algorithms.
                 The approaches are standard tree-based genetic
                 programming, stack-based linear genome genetic
                 programming, and stackless linear genome genetic
                 programming. We demonstrate the techniques on four
                 different problems: the two-bit early promise problem,
                 the scaling majority-on problem, the four-item database
                 search problem, and the two-bit and-or problem. For
                 three of these problems (all but majority-on) the
                 automatically discovered algorithms are more efficient
                 than any possible classical algorithms for the same
                 problems. One of the better-than-classical algorithms
                 (for the two-bit and-or problem) is in fact more
                 efficient than any previously known quantum algorithm
                 for the same problem, suggesting that genetic
                 programming may be a valuable tool in the future study
                 of quantum programming."",
  notes =        ""AiGP3"",
}

"
"Spector, L., Langdon, W. B., O'Reilly, U.-M., & Angeline, P. J. 1999. ""An Introduction to the Third Volume"" in Spector, L., Langdon, W. B., O'Reilly, U.-M., & Angeline, P. J., eds. Advances in Genetic Programming 3. Cambridge, MA, USA: MIT Press. pp. 1–12. URL: http://www.cs.bham.ac.uk/~wbl/aigp3/ch01.pdf.
"|harvard|incollection|"@InCollection{intro:1999:aigp3,
  author =       ""Lee Spector and W. B. Langdon and Una-May O'Reilly and
                 Peter J. Angeline"",
  title =        ""An Introduction to the Third Volume"",
  booktitle =    ""Advances in Genetic Programming 3"",
  publisher =    ""MIT Press"",
  year =         ""1999"",
  editor =       ""Lee Spector and William B. Langdon and Una-May
                 O'Reilly and Peter J. Angeline"",
  chapter =      ""1"",
  pages =        ""1--12"",
  address =      ""Cambridge, MA, USA"",
  month =        jun,
  keywords =     ""genetic algorithms, genetic programming"",
  ISBN =         ""0-262-19423-6"",
  URL =          ""http://www.cs.bham.ac.uk/~wbl/aigp3/ch01.pdf"",
  abstract =     ""Welcome to the third volume of Advances in Genetic
                 Programming series. The Genetic Programming (GP) field
                 has matured considerably since the first two volumes
                 were produced in conjunction with workshops held at the
                 International Conference on Genetic Algorithms (ICGA)
                 [kinnear:book,book:1996:aigp2]. During the 1993 and
                 1995 ICGA conferences the interest in GP was strong but
                 within this broader community there were only a few
                 presentation and publication slots for GP work. The
                 Advances volumes therefore provided an important outlet
                 for creative new work in GP. Interest in GP continued
                 to grow and there is now a separate annual conference
                 on GP in the USA, as well as a European workshop on GP
                 and several other conferences that regularly feature GP
                 themes (see Section 1.2)."",
  notes =        ""AiGP3"",
}

"
"Spector, L. 2003. ""An Essay Concerning Human Understanding of Genetic Programming"" in Riolo, R. L. & Worzel, B., eds. Genetic Programming Theory and Practice. Kluwer. pp. 11–24. URL: http://hampshire.edu/lspector/pubs/spector-gptp03.pdf.
"|harvard|incollection|"@InCollection{spector:2003:GPTP,
  author =       ""Lee Spector"",
  title =        ""An Essay Concerning Human Understanding of Genetic
                 Programming"",
  booktitle =    ""Genetic Programming Theory and Practice"",
  publisher =    ""Kluwer"",
  year =         ""2003"",
  editor =       ""Rick L. Riolo and Bill Worzel"",
  chapter =      ""2"",
  pages =        ""11--24"",
  keywords =     ""genetic algorithms, genetic programming, biology,
                 development, representation, phylogeography,
                 visualisation, diversification"",
  URL =          ""http://hampshire.edu/lspector/pubs/spector-gptp03.pdf"",
  abstract =     ""This chapter presents a personal perspective on the
                 relation between theory and practice in genetic
                 programming. It posits that genetic programming
                 practise (including both applications and technique
                 enhancements) is moving toward biology and that it
                 should continue to do so. It suggests as a consequence
                 that future-oriented genetic programming theory
                 (mathematical theory, developed to help analyse,
                 understand, and predict system behaviour) should also
                 borrow, increasingly, from biology. It presents
                 specific challenges for theory vis-a-vis recent
                 technique a enhancements, and briefly discusses
                 possibilities for new forms of theory that will be
                 relevant to the leading edge of genetic programming
                 practice."",
  size =         ""15 pages"",
}

"
"Spector, L. & Klein, J. 2005. ""Trivial Geography in Genetic Programming"" in Yu, T., Riolo, R. L., & Worzel, B., eds. Genetic Programming Theory and Practice III. Genetic Programming, Vol. 9. Ann Arbor: Springer. pp. 109–123. URL: http://hampshire.edu/lspector/pubs/trivial-geography-toappear.pdf.
"|harvard|incollection|"@InCollection{spector:2005:GPTP,
  author =       ""Lee Spector and Jon Klein"",
  title =        ""Trivial Geography in Genetic Programming"",
  booktitle =    ""Genetic Programming Theory and Practice {III}"",
  year =         ""2005"",
  editor =       ""Tina Yu and Rick L. Riolo and Bill Worzel"",
  volume =       ""9"",
  series =       ""Genetic Programming"",
  chapter =      ""8"",
  pages =        ""109--123"",
  address =      ""Ann Arbor"",
  month =        ""12-14 "" # may,
  publisher =    ""Springer"",
  keywords =     ""genetic algorithms, genetic programming, geography,
                 locality, demes, symbolic regression, quantum
                 computing"",
  ISBN =         ""0-387-28110-X"",
  URL =          ""http://hampshire.edu/lspector/pubs/trivial-geography-toappear.pdf"",
  size =         ""15 pages"",
  notes =        ""part of \cite{yu:2005:GPTP} Published Jan 2006 after
                 the workshop"",
}

"
