Referenzstring|Style|Literaturtyp|BibTeX
"Edit Ruiz. 2009. The Ferryman. Vol. 3. Springer.
"|acm|book|"@book{Ruiz.2009,
 author = {Ruiz, Edit},
 year = {2009},
 title = {The Ferryman},
 volume = {3},
 publisher = {Springer},
 month = {September}
}


"
"Falko Runte. 2019. Lord of the Flies (5th ed.). Nova Science Publishers, Song.
"|acm|book|"@book{Runte.2019,
 author = {Runte, Falko},
 year = {2019},
 title = {Lord of the Flies},
 publisher = {{Nova Science Publishers}},
 address = {Song},
 edition = {5th}
}


"
"Aron Russell. 1982. The Beach House (1st ed.). Harvard University Press.
"|acm|book|"@book{Russell.1982,
 author = {Russell, Aron},
 year = {1982},
 title = {The Beach House},
 publisher = {{Harvard University Press}},
 month = {January},
 edition = {1st}
}


"
"Birkhild Russo, Corinna Belke, and Armgard Pörschke. 2007. Historische Linguistik: Die Entwicklung von Sprachen im Laufe der Zeit analysieren (3rd ed.). Emerald Publishing.
"|acm|book|"@book{Russo.2007,
 author = {Russo, Birkhild and Belke, Corinna and P{\""o}rschke, Armgard},
 year = {2007},
 title = {Historische Linguistik: Die Entwicklung von Sprachen im Laufe der Zeit analysieren},
 publisher = {{Emerald Publishing}},
 edition = {3rd}
}


"
"Hildmar Rüter and Jamie Kretschmann. 2022. Euler's Gem: The Polyhedron Formula and the Birth of Topology. Vol. 3. Edward Elgar Publishing, Lazo. Red Dragon.
"|acm|book|"@book{Ruter.2022,
 author = {R{\""u}ter, Hildmar and Kretschmann, Jamie},
 year = {2022},
 title = {Euler's Gem: The Polyhedron Formula and the Birth of Topology},
 volume = {3},
 publisher = {{Edward Elgar Publishing}},
 address = {Lazo},
 note = {Red Dragon}
}


"
"Harry-Nicolas Sager. 2014. The Making of another Major Motion Picture Masterpiece. Taylor & Francis, Västerås.
"|acm|book|"@book{Sager.2014,
 author = {Sager, Harry-Nicolas},
 year = {2014},
 title = {The Making of another Major Motion Picture Masterpiece},
 publisher = {{Taylor {\&} Francis}},
 month = {November},
 address = {V{\""a}ster{\aa}s}
}


"
"Gieselind Romanowski, Lambert Göritz, Klausdieter Cruz, and Manhard Ecker. 1992. Die Jagd (3rd ed.). Book of African Names, Friedhart Celik (Ed.). Springer.
"|acm|book|"@book{Romanowski.1992,
 author = {Romanowski, Gieselind and G{\""o}ritz, Lambert and Cruz, Klausdieter and Ecker, Manhard},
 year = {1992},
 title = {Die Jagd},
 publisher = {Springer},
 editor = {Celik, Friedhart},
 series = {Book of African Names},
 edition = {3rd}
}


"
"Raimar Roloff, Udo Röhrle, Burckhard Weikert, and Relindis Uhlenbrock. 1996. Too Late. Vol. 2, Annegret Raupach (Ed.). Berghahn Books.
"|acm|book|"@book{Roloff.1996,
 author = {Roloff, Raimar and R{\""o}hrle, Udo and Weikert, Burckhard and Uhlenbrock, Relindis},
 year = {1996},
 title = {Too Late},
 volume = {2},
 publisher = {{Berghahn Books}},
 month = {April},
 editor = {Raupach, Annegret}
}


"
"Juliane Roloff, Giseltraud Gül, and Dore Neidhart. 2002. Lauras geheimnisvolle Reise (2nd ed.). MIT Press, Tisma.
"|acm|book|"@book{Roloff.2002,
 author = {Roloff, Juliane and G{\""u}l, Giseltraud and Neidhart, Dore},
 year = {2002},
 title = {Lauras geheimnisvolle Reise},
 publisher = {{MIT Press}},
 address = {Tisma},
 edition = {2nd}
}


"
"Dieter Rolf. 1990. O Deus Das Pequenas Coisas. Thomson Reuters Corporation.
"|acm|book|"@book{Rolf.1990,
 author = {Rolf, Dieter},
 year = {1990},
 title = {O Deus Das Pequenas Coisas},
 publisher = {{Thomson Reuters Corporation}}
}


"
"Dinah Reineke, Urthe Benzing, and Bartosch Neuhäuser. 2009. Die Abenteuer von Max und Mia. Rowman & Littlefield, Bratislava.
"|acm|book|"@book{Reineke.2009,
 author = {Reineke, Dinah and Benzing, Urthe and Neuh{\""a}user, Bartosch},
 year = {2009},
 title = {Die Abenteuer von Max und Mia},
 publisher = {{Rowman {\&} Littlefield}},
 month = {March},
 address = {Bratislava}
}


"
"Irmlind Reiner and Trauhard Post. 2007. Genetik und die Entschlüsselung des Lebens. IGI Global, Vũng Tàu.
"|acm|book|"@book{Reiner.2007,
 author = {Reiner, Irmlind and Post, Trauhard},
 year = {2007},
 title = {Genetik und die Entschl{\""u}sselung des Lebens},
 publisher = {{IGI Global}},
 month = {December},
 address = {Vũng T{\`a}u}
}


"
"Harald Theofried Reinhard. 1991. The Villa (2nd ed.). Wolfried Käding (Ed.). Emerald Publishing, Kampungladang.
"|acm|book|"@book{Reinhard.1991,
 author = {Reinhard, Harald Theofried},
 year = {1991},
 title = {The Villa},
 publisher = {{Emerald Publishing}},
 month = {December},
 address = {Kampungladang},
 editor = {K{\""a}ding, Wolfried},
 edition = {2nd}
}


"
"Doris Reitberger and Annedoris Gietl. 1986. Herausforderungen und Lösungsansätze in der angewandten Thermodynamik (3rd ed.). Leonhard Leonardo Ledermann (Ed.). Yale University Press, Myaydo.
"|acm|book|"@book{Reitberger.1986,
 author = {Reitberger, Doris and Gietl, Annedoris},
 year = {1986},
 title = {Herausforderungen und L{\""o}sungsans{\""a}tze in der angewandten Thermodynamik},
 publisher = {{Yale University Press}},
 month = {May},
 address = {Myaydo},
 editor = {Ledermann, Leonhard Leonardo},
 edition = {3rd}
}


"
"Sieghart Emil Reitz. 2019. Maskerade: A Novel of Discworld. Berghahn Books, Nikol'skoye.
"|acm|book|"@book{Reitz.2019,
 author = {Reitz, Sieghart Emil},
 year = {2019},
 title = {Maskerade: A Novel of Discworld},
 publisher = {{Berghahn Books}},
 month = {August},
 address = {Nikol'skoye}
}


"
"Kathrin Remondis, Isedore Lieske, Luk Rutger Blattner, and Dagmar Rall. 1988. Dark Sigils – Was die Magie verlangt (5th ed.). Vice. Springer Nature.
"|acm|book|"@book{Remondis.1988,
 author = {Remondis, Kathrin and Lieske, Isedore and Blattner, Luk Rutger and Rall, Dagmar},
 year = {1988},
 title = {Dark Sigils -- Was die Magie verlangt},
 publisher = {{Springer Nature}},
 series = {Vice},
 edition = {5th}
}


"
"Volkbert Renger and Horstmar Kozlowski. 1982. Linguistic Fundamentals for Natural Language Processing: 100 Essentials from Morphology and Syntax. Georgetown University Press. Incidents in the Rue Laugier.
"|acm|book|"@book{Renger.1982,
 author = {Renger, Volkbert and Kozlowski, Horstmar},
 year = {1982},
 title = {Linguistic Fundamentals for Natural Language Processing: 100 Essentials from Morphology and Syntax},
 publisher = {{Georgetown University Press}},
 note = {Incidents in the Rue Laugier}
}


"
"Adolfine Rettberg and Roselies Klarissa Kücük. 2014. The Big Picture: On the Origins of Life, Meaning, and the Universe Itself. Susanna Hübener (Ed.). Nova Science Publishers.
"|acm|book|"@book{Rettberg.2014,
 author = {Rettberg, Adolfine and K{\""u}c{\""u}k, Roselies Klarissa},
 year = {2014},
 title = {The Big Picture: On the Origins of Life, Meaning, and the Universe Itself},
 publisher = {{Nova Science Publishers}},
 month = {June},
 editor = {H{\""u}bener, Susanna}
}


"
"Carlo Retzer, Jo Heim, and Marlies Heinz. 1980. The Secret of the Ancient Book. Larry's Party, Heinrich Lieder (Ed.). Simon & Schuster, Inc, Langarūd.
"|acm|book|"@book{Retzer.1980,
 author = {Retzer, Carlo and Heim, Jo and Heinz, Marlies},
 year = {1980},
 title = {The Secret of the Ancient Book},
 publisher = {{Simon {\&} Schuster, Inc}},
 month = {June},
 address = {Langarūd},
 editor = {Lieder, Heinrich},
 series = {Larry's Party}
}


"
"Golo Sigishelm Reuschel, Warnfried Roscher, Luitgart Kieninger, and Edelfried Rang. 2001. Dann lassen wir eben die Heizdecke weg! (5th ed.). Blackwell Publishing.
"|acm|book|"@book{Reuschel.2001,
 author = {Reuschel, Golo Sigishelm and Roscher, Warnfried and Kieninger, Luitgart and Rang, Edelfried},
 year = {2001},
 title = {Dann lassen wir eben die Heizdecke weg!},
 publisher = {{Blackwell Publishing}},
 month = {June},
 edition = {5th}
}


"
"Bolko Rice, Maria Hülsmann, and Erk Alfinus Stegmüller. 1997. Biochemie: Molekulare Prozesse in lebenden Organismen (3rd ed.). Vol. 4. Hachette Book Group USA.
"|acm|book|"@book{Rice.1997,
 author = {Rice, Bolko and H{\""u}lsmann, Maria and Stegm{\""u}ller, Erk Alfinus},
 year = {1997},
 title = {Biochemie: Molekulare Prozesse in lebenden Organismen},
 volume = {4},
 publisher = {{Hachette Book Group USA}},
 month = {April},
 edition = {3rd}
}


"
"Kordelia Richard, Hartmut-Heyko Rennert, and Marietta Elsner. 1988. Alle Farben meines Lebens (2nd ed.). Taylor & Francis.
"|acm|book|"@book{Richard.1988,
 author = {Richard, Kordelia and Rennert, Hartmut-Heyko and Elsner, Marietta},
 year = {1988},
 title = {Alle Farben meines Lebens},
 publisher = {{Taylor {\&} Francis}},
 month = {August},
 edition = {2nd}
}


"
"Rosalinde Richardt, Tiburtius Kupfer, Luk Rutger Blattner, and Ekkart Kurowski. 1999. Playlist. Vol. 5, Rosie Buchheim (Ed.). Pearson Education, Inc, Santana.
"|acm|book|"@book{Richardt.1999,
 author = {Richardt, Rosalinde and Kupfer, Tiburtius and Blattner, Luk Rutger and Kurowski, Ekkart},
 year = {1999},
 title = {Playlist},
 volume = {5},
 publisher = {{Pearson Education, Inc}},
 month = {October},
 address = {Santana},
 editor = {Buchheim, Rosie}
}


"
"Arndt Otto and Siglinde Göttert. 1994. Der IT-Detektiv: Ein Krimi über Cyberkriminalität und IT-Sicherheit (3rd ed.). Vol. 5, Lintrud Knipp (Ed.). Cambridge University Press.
"|acm|book|"@book{Otto.1994,
 author = {Otto, Arndt and G{\""o}ttert, Siglinde},
 year = {1994},
 title = {Der IT-Detektiv: Ein Krimi {\""u}ber Cyberkriminalit{\""a}t und IT-Sicherheit},
 volume = {5},
 publisher = {{Cambridge University Press}},
 month = {February},
 editor = {Knipp, Lintrud},
 edition = {3rd}
}


"
"Henriette Richarz, Damian Grigat, and Ronja Reinig. 1998. The Chronicles of Avalon. Cornell University Press.
"|acm|book|"@book{Richarz.1998,
 author = {Richarz, Henriette and Grigat, Damian and Reinig, Ronja},
 year = {1998},
 title = {The Chronicles of Avalon},
 publisher = {{Cornell University Press}},
 month = {November}
}


"
"Zita Riedle. 1991. The Edge (4th ed.). Emerald Publishing, Hacı Zeynalabdin.
"|acm|book|"@book{Riedle.1991,
 author = {Riedle, Zita},
 year = {1991},
 title = {The Edge},
 publisher = {{Emerald Publishing}},
 month = {May},
 address = {Hac{\i} Zeynalabdin},
 edition = {4th}
}


"
"Marike Rieke, Lambert Göritz, Hiltrun Hauber, and Juri Kissel. 2003. The Last Orphan. Vol. 4. Princeton University Press, Lindong.
"|acm|book|"@book{Rieke.2003,
 author = {Rieke, Marike and G{\""o}ritz, Lambert and Hauber, Hiltrun and Kissel, Juri},
 year = {2003},
 title = {The Last Orphan},
 volume = {4},
 publisher = {{Princeton University Press}},
 address = {Lindong}
}


"
"Burgis Riepe. 2019. Life of Pi (3rd ed.). Vol. 2. Hachette Book Group USA, Arari.
"|acm|book|"@book{Riepe.2019,
 author = {Riepe, Burgis},
 year = {2019},
 title = {Life of Pi},
 volume = {2},
 publisher = {{Hachette Book Group USA}},
 month = {January},
 address = {Arari},
 edition = {3rd}
}


"
"Tabea Ries, Theodolinde Wehrhahn, Walbert Albers, and Hanswilhelm Graw. 2010. Schreib oder stirb. Flight from Big Tangle. Brill Academic Publishers.
"|acm|book|"@book{Ries.2010,
 author = {Ries, Tabea and Wehrhahn, Theodolinde and Albers, Walbert and Graw, Hanswilhelm},
 year = {2010},
 title = {Schreib oder stirb},
 publisher = {{Brill Academic Publishers}},
 month = {February},
 series = {Flight from Big Tangle}
}


"
"Hedda Riese. 2006. Pretend You Don't See Her. In Love & Trouble: Stories of Black Women, Rosie Buchheim (Ed.). Harvard University Press.
"|acm|book|"@book{Riese.2006,
 author = {Riese, Hedda},
 year = {2006},
 title = {Pretend You Don't See Her},
 publisher = {{Harvard University Press}},
 editor = {Buchheim, Rosie},
 series = {In Love {\&} Trouble: Stories of Black Women}
}


"
"Evelore Rinner. 1981. The Hurricane Wars. Vol. 2. Columbia University Press.
"|acm|book|"@book{Rinner.1981,
 author = {Rinner, Evelore},
 year = {1981},
 title = {The Hurricane Wars},
 volume = {2},
 publisher = {{Columbia University Press}},
 month = {March}
}


"
"Herwig Ritscher. 1984. Charlotte's Web. Ashgate Publishing.
"|acm|book|"@book{Ritscher.1984,
 author = {Ritscher, Herwig},
 year = {1984},
 title = {Charlotte's Web},
 publisher = {{Ashgate Publishing}}
}


"
"Friderike Robertson, Marten Katzer, Erica Göbbels, and Theophil Bald. 1990. Remarkably Bright Creatures. Incidents in the Rue Laugier, Elsabe Dresel (Ed.). Edinburgh University Press.
"|acm|book|"@book{Robertson.1990,
 author = {Robertson, Friderike and Katzer, Marten and G{\""o}bbels, Erica and Bald, Theophil},
 year = {1990},
 title = {Remarkably Bright Creatures},
 publisher = {{Edinburgh University Press}},
 editor = {Dresel, Elsabe},
 series = {Incidents in the Rue Laugier}
}


"
"Lilli Rode, Aylin Ehrlich, Genia Böhne, and Ines Gödeke. 1985. Victory City. Reintraut Bölling (Ed.). IGI Global, Turki.
"|acm|book|"@book{Rode.1985,
 author = {Rode, Lilli and Ehrlich, Aylin and B{\""o}hne, Genia and G{\""o}deke, Ines},
 year = {1985},
 title = {Victory City},
 publisher = {{IGI Global}},
 address = {Turki},
 editor = {B{\""o}lling, Reintraut}
}


"
"Wilmar Helm Röder. 2006. Frankenstein; or, The Modern Prometheus. Tracks, Vol. 1. University of California Press, Lapu-Lapu City. Guilt.
"|acm|book|"@book{Roder.2006,
 author = {R{\""o}der, Wilmar Helm},
 year = {2006},
 title = {Frankenstein; or, The Modern Prometheus},
 volume = {1},
 publisher = {{University of California Press}},
 month = {October},
 address = {Lapu-Lapu City},
 series = {Tracks},
 note = {Guilt}
}


"
"Rudi Roemer. 2021. The Brethren. IGI Global.
"|acm|book|"@book{Roemer.2021,
 author = {Roemer, Rudi},
 year = {2021},
 title = {The Brethren},
 publisher = {{IGI Global}}
}


"
"Heimwald Roggendorf, Gerhart Werling, Folkhart Wohlers, and Pankraz Karbach. 2013. The Exchange. Nicholas Neufeld (Ed.). Cornell University Press.
"|acm|book|"@book{Roggendorf.2013,
 author = {Roggendorf, Heimwald and Werling, Gerhart and Wohlers, Folkhart and Karbach, Pankraz},
 year = {2013},
 title = {The Exchange},
 publisher = {{Cornell University Press}},
 editor = {Neufeld, Nicholas}
}


"
"Isabel Roggenkamp, Wedigo Kinzel, and Notker Klose. 1984. Neurobiologie: Das komplexe Zusammenspiel von Gehirn und Nervensystem. Marten Kretschmar (Ed.). Edward Elgar Publishing.
"|acm|book|"@book{Roggenkamp.1984,
 author = {Roggenkamp, Isabel and Kinzel, Wedigo and Klose, Notker},
 year = {1984},
 title = {Neurobiologie: Das komplexe Zusammenspiel von Gehirn und Nervensystem},
 publisher = {{Edward Elgar Publishing}},
 month = {May},
 editor = {Kretschmar, Marten}
}


"
"Nadja Ricker and Helmtraud Ellinger. 1985. The Artist's Way: A Spiritual Path to Higher Creativity. Edinburgh University Press, Gulyantsi.
"|acm|book|"@book{Ricker.1985,
 author = {Ricker, Nadja and Ellinger, Helmtraud},
 year = {1985},
 title = {The Artist's Way: A Spiritual Path to Higher Creativity},
 publisher = {{Edinburgh University Press}},
 address = {Gulyantsi}
}


"
"Florentine Sander. 1983. All He Ever Wanted: A Novel (5th ed.). Vol. 3, Winfrid Mendez (Ed.). Wolters Kluwer NV.
"|acm|book|"@book{Sander.1983,
 author = {Sander, Florentine},
 year = {1983},
 title = {All He Ever Wanted: A Novel},
 volume = {3},
 publisher = {{Wolters Kluwer NV}},
 month = {November},
 editor = {Mendez, Winfrid},
 edition = {5th}
}


"
"Ignatia Ost, Smilla Eberhardt, Hildelind Willmann, and Wolfhilde Isik. 2015. Things We Hide from the Light. Exocet, Vol. 3. Sage Publications, Tolkmicko.
"|acm|book|"@book{Ost.2015,
 author = {Ost, Ignatia and Eberhardt, Smilla and Willmann, Hildelind and Isik, Wolfhilde},
 year = {2015},
 title = {Things We Hide from the Light},
 volume = {3},
 publisher = {{Sage Publications}},
 month = {February},
 address = {Tolkmicko},
 series = {Exocet}
}


"
"Lara Ortiz, Armgard Bludau, and Inga Pawlowski. 1996. Die Entstehung des Lebens: Evolutionäre Perspektiven (2nd ed.). Edward Elgar Publishing.
"|acm|book|"@book{Ortiz.1996,
 author = {Ortiz, Lara and Bludau, Armgard and Pawlowski, Inga},
 year = {1996},
 title = {Die Entstehung des Lebens: Evolution{\""a}re Perspektiven},
 publisher = {{Edward Elgar Publishing}},
 month = {June},
 edition = {2nd}
}


"
"Erlfried Lochner, Holdina Utecht, and Hildebert Bäuerlein. 1984. Les Chroniques d'Avalon (5th ed.). Alwine Rudi (Ed.). Thomson Reuters Corporation.
"|acm|book|"@book{Lochner.1984,
 author = {Lochner, Erlfried and Utecht, Holdina and B{\""a}uerlein, Hildebert},
 year = {1984},
 title = {Les Chroniques d'Avalon},
 publisher = {{Thomson Reuters Corporation}},
 month = {March},
 editor = {Rudi, Alwine},
 edition = {5th}
}


"
"Kassandra Lock, Engelbrecht-Borwin Kreil, and Swenja McGuire. 1997. Zellen und ihre Funktionen: Grundlagen der Zellbiologie. Ferhart Kamin (Ed.). World Scientific Publishing. Moonlighting: 148 Great Ways to Make Money on the Side.
"|acm|book|"@book{Lock.1997,
 author = {Lock, Kassandra and Kreil, Engelbrecht-Borwin and McGuire, Swenja},
 year = {1997},
 title = {Zellen und ihre Funktionen: Grundlagen der Zellbiologie},
 publisher = {{World Scientific Publishing}},
 editor = {Kamin, Ferhart},
 note = {Moonlighting: 148 Great Ways to Make Money on the Side}
}


"
"Diethardt Loewe. 2014. Estudios sobre el amor (2nd ed.). Cambridge University Press.
"|acm|book|"@book{Loewe.2014,
 author = {Loewe, Diethardt},
 year = {2014},
 title = {Estudios sobre el amor},
 publisher = {{Cambridge University Press}},
 month = {December},
 edition = {2nd}
}


"
"Gotthard Lohe. 2011. The First Ladies. Vol. 3. Stanford University Press, Wulan Hada.
"|acm|book|"@book{Lohe.2011,
 author = {Lohe, Gotthard},
 year = {2011},
 title = {The First Ladies},
 volume = {3},
 publisher = {{Stanford University Press}},
 month = {December},
 address = {Wulan Hada}
}


"
"Helrike Löhner, Udo Urban, Samuel Nguyen, and Christhilde Ahnert. 1985. Clive Cussler: Fire Strike. Vol. 2, Dilara Franke (Ed.). Thomson Reuters Corporation.
"|acm|book|"@book{Lohner.1985,
 author = {L{\""o}hner, Helrike and Urban, Udo and Nguyen, Samuel and Ahnert, Christhilde},
 year = {1985},
 title = {Clive Cussler: Fire Strike},
 volume = {2},
 publisher = {{Thomson Reuters Corporation}},
 month = {October},
 editor = {Franke, Dilara}
}


"
"Gerhilde Löhr, Horstmar Kozlowski, Adeltraud Quast, and Christhilde Heinzel. 1998. Loyalty. Vielleicht lieber morgen, Edelfried Jaekel (Ed.). Columbia University Press.
"|acm|book|"@book{Lohr.1998,
 author = {L{\""o}hr, Gerhilde and Kozlowski, Horstmar and Quast, Adeltraud and Heinzel, Christhilde},
 year = {1998},
 title = {Loyalty},
 publisher = {{Columbia University Press}},
 month = {October},
 editor = {Jaekel, Edelfried},
 series = {Vielleicht lieber morgen}
}


"
"Hardo Loibl, Engelbrecht-Borwin Kreil, Gottfriede Ritter, and Eckhard Colak. 1980. Camp Zero. Rowman & Littlefield.
"|acm|book|"@book{Loibl.1980,
 author = {Loibl, Hardo and Kreil, Engelbrecht-Borwin and Ritter, Gottfriede and Colak, Eckhard},
 year = {1980},
 title = {Camp Zero},
 publisher = {{Rowman {\&} Littlefield}},
 month = {June}
}


"
"Werngard Loose, Nikolaus-Jonny Sehr, Dela Brocke, and Tilli Persch. 2010. The Fragile Threads of Power. Der Fanger Im Roggen, Alrik Knöller (Ed.). Springer.
"|acm|book|"@book{Loose.2010,
 author = {Loose, Werngard and Sehr, Nikolaus-Jonny and Brocke, Dela and Persch, Tilli},
 year = {2010},
 title = {The Fragile Threads of Power},
 publisher = {Springer},
 editor = {Kn{\""o}ller, Alrik},
 series = {Der Fanger Im Roggen}
}


"
"Irmtrud Lorenz, Romana-Elwine Schnakenberg, and Liselore Orlowski. 2000. The Secret Garden of Emily. Blackwell Publishing, Andoany.
"|acm|book|"@book{Lorenz.2000,
 author = {Lorenz, Irmtrud and Schnakenberg, Romana-Elwine and Orlowski, Liselore},
 year = {2000},
 title = {The Secret Garden of Emily},
 publisher = {{Blackwell Publishing}},
 address = {Andoany}
}


"
"Benedicta Lösel and Irmengild Gau. 2012. Die digitale Revolution: Eine Einführung in die Informatik. Leonhard Leonardo Ledermann (Ed.). De Gruyter, Pendiqing.
"|acm|book|"@book{Losel.2012,
 author = {L{\""o}sel, Benedicta and Gau, Irmengild},
 year = {2012},
 title = {Die digitale Revolution: Eine Einf{\""u}hrung in die Informatik},
 publisher = {{De Gruyter}},
 month = {April},
 address = {Pendiqing},
 editor = {Ledermann, Leonhard Leonardo}
}


"
"Elfrun Losert, Janina Arnhold, Oda Remondis, and Gerhild Nitsch. 1992. Ein Haus für viele Sommer. Joshua Gunkel (Ed.). MIT Press, Радишани.
"|acm|book|"@book{Losert.1992,
 author = {Losert, Elfrun and Arnhold, Janina and Remondis, Oda and Nitsch, Gerhild},
 year = {1992},
 title = {Ein Haus f{\""u}r viele Sommer},
 publisher = {{MIT Press}},
 address = {Радишани},
 editor = {Gunkel, Joshua}
}


"
"Albert Löwen. 2018. The Girl on the Train. Ashgate Publishing, Cambuga.
"|acm|book|"@book{Lowen.2018,
 author = {L{\""o}wen, Albert},
 year = {2018},
 title = {The Girl on the Train},
 publisher = {{Ashgate Publishing}},
 address = {Cambuga}
}


"
"Dankhard Lübbers and Christophorus Ambrosius. 2001. Verbrennungsmotoren im Wandel der Zeit. Marten Kretschmar (Ed.). John Hopkins University Press, Dimitrovgrad.
"|acm|book|"@book{Lubbers.2001,
 author = {L{\""u}bbers, Dankhard and Ambrosius, Christophorus},
 year = {2001},
 title = {Verbrennungsmotoren im Wandel der Zeit},
 publisher = {{John Hopkins University Press}},
 address = {Dimitrovgrad},
 editor = {Kretschmar, Marten}
}


"
"Emilia Lübcke. 2011. The War in Heaven (5th ed.). Georgetown University Press, Zaliztsi.
"|acm|book|"@book{Lubcke.2011,
 author = {L{\""u}bcke, Emilia},
 year = {2011},
 title = {The War in Heaven},
 publisher = {{Georgetown University Press}},
 address = {Zaliztsi},
 edition = {5th}
}


"
"Ingerose Zenzi Lüddecke, Ariane Loch, Elrike-Mechtild Krinke, and Marbod Seiler. 1988. It Starts with Us. Ottomar Kögler (Ed.). Emerald Group Publishing, Tatsunochō-tominaga.
"|acm|book|"@book{Luddecke.1988,
 author = {L{\""u}ddecke, Ingerose Zenzi and Loch, Ariane and Krinke, Elrike-Mechtild and Seiler, Marbod},
 year = {1988},
 title = {It Starts with Us},
 publisher = {{Emerald Group Publishing}},
 address = {Tatsunochō-tominaga},
 editor = {K{\""o}gler, Ottomar}
}


"
"Aloisia Lueg. 1981. The Olympian Affair. Forever... : A Novel of Good and Evil, Love and Hope. Elsevier.
"|acm|book|"@book{Lueg.1981,
 author = {Lueg, Aloisia},
 year = {1981},
 title = {The Olympian Affair},
 publisher = {Elsevier},
 month = {April},
 series = {Forever... : A Novel of Good and Evil, Love and Hope}
}


"
"Samira Lüken. 2007. Animal Farm. University of California Press, Kombolcha.
"|acm|book|"@book{Luken.2007,
 author = {L{\""u}ken, Samira},
 year = {2007},
 title = {Animal Farm},
 publisher = {{University of California Press}},
 address = {Kombolcha}
}


"
"Werngard Lunz. 1984. On the Bright Side, I'm Now the Girlfriend of a Sex God: Further Confessions of Georgia Nicolson. World Scientific Publishing.
"|acm|book|"@book{Lunz.1984,
 author = {Lunz, Werngard},
 year = {1984},
 title = {On the Bright Side, I'm Now the Girlfriend of a Sex God: Further Confessions of Georgia Nicolson},
 publisher = {{World Scientific Publishing}},
 month = {November}
}


"
"Reinar Lustig. 1996. Deception Point (3rd ed.). The Poisonwood Bible. Harvard University Press.
"|acm|book|"@book{Lustig.1996,
 author = {Lustig, Reinar},
 year = {1996},
 title = {Deception Point},
 publisher = {{Harvard University Press}},
 series = {The Poisonwood Bible},
 edition = {3rd}
}


"
"Reinbert Lutz, Altfried Quandt, and Sigfrid Kietzmann. 1987. Le Secret du Livre Ancien (5th ed.). Vol. 3. Bloomsbury Academic, Alkmaar.
"|acm|book|"@book{Lutz.1987,
 author = {Lutz, Reinbert and Quandt, Altfried and Kietzmann, Sigfrid},
 year = {1987},
 title = {Le Secret du Livre Ancien},
 volume = {3},
 publisher = {{Bloomsbury Academic}},
 address = {Alkmaar},
 edition = {5th}
}


"
"Jannes Macher, Diana Grewe, and Nunzius Röth. 1992. Kognitive Linguistik: Die mentale Repräsentation von Sprache erforschen. Vol. 4. McGraw-Hill Education, Lelekovice.
"|acm|book|"@book{Macher.1992,
 author = {Macher, Jannes and Grewe, Diana and R{\""o}th, Nunzius},
 year = {1992},
 title = {Kognitive Linguistik: Die mentale Repr{\""a}sentation von Sprache erforschen},
 volume = {4},
 publisher = {{McGraw-Hill Education}},
 address = {Lelekovice}
}


"
"Sonnhard Mandler. 2020. Babyhood. Vol. 1, Hertha Kannenberg (Ed.). University of California Press, Leuwihalang.
"|acm|book|"@book{Mandler.2020,
 author = {Mandler, Sonnhard},
 year = {2020},
 title = {Babyhood},
 volume = {1},
 publisher = {{University of California Press}},
 address = {Leuwihalang},
 editor = {Kannenberg, Hertha}
}


"
"Malve Marburger, Heinzhermann Reinwald, and Gaby Vedder. 1998. Genetik und Vererbung: Die Geheimnisse der DNA. Sage Publications.
"|acm|book|"@book{Marburger.1998,
 author = {Marburger, Malve and Reinwald, Heinzhermann and Vedder, Gaby},
 year = {1998},
 title = {Genetik und Vererbung: Die Geheimnisse der DNA},
 publisher = {{Sage Publications}},
 month = {October}
}


"
"Hanns Marciniak and Wolfried Feldmann. 2011. Pattern Recognition and Machine Learning. Vol. 3. Springer, Bolo.
"|acm|book|"@book{Marciniak.2011,
 author = {Marciniak, Hanns and Feldmann, Wolfried},
 year = {2011},
 title = {Pattern Recognition and Machine Learning},
 volume = {3},
 publisher = {Springer},
 month = {March},
 address = {Bolo}
}


"
"Karena Markert and Sylvana Debora Cain. 2015. The Road to Reality. Carlotta Bornmann (Ed.). University of California Press.
"|acm|book|"@book{Markert.2015,
 author = {Markert, Karena and Cain, Sylvana Debora},
 year = {2015},
 title = {The Road to Reality},
 publisher = {{University of California Press}},
 month = {November},
 editor = {Bornmann, Carlotta}
}


"
"Ditmar Marktschreier, Gotthelf Snyder, and Reinhilde Zollner. 1984. Beyond the Horizon. IGI Global, Jiuchi.
"|acm|book|"@book{Marktschreier.1984,
 author = {Marktschreier, Ditmar and Snyder, Gotthelf and Zollner, Reinhilde},
 year = {1984},
 title = {Beyond the Horizon},
 publisher = {{IGI Global}},
 address = {Jiuchi}
}


"
"Anouschka Maron and Sigisbert Halfmann. 2013. Die Sprache der Maschinen: Ein Roman über die Grundlagen der Informatik. Emmeran Pusch (Ed.). Springer Nature, Badung.
"|acm|book|"@book{Maron.2013,
 author = {Maron, Anouschka and Halfmann, Sigisbert},
 year = {2013},
 title = {Die Sprache der Maschinen: Ein Roman {\""u}ber die Grundlagen der Informatik},
 publisher = {{Springer Nature}},
 month = {July},
 address = {Badung},
 editor = {Pusch, Emmeran}
}


"
"Florentin Littmann. 2012. Desert Notes/River Notes. Pennsylvania State University Press.
"|acm|book|"@book{Littmann.2012,
 author = {Littmann, Florentin},
 year = {2012},
 title = {Desert Notes/River Notes},
 publisher = {{Pennsylvania State University Press}},
 month = {October}
}


"
