Referenzstring|Style|Literaturtyp|BibTeX
"Spector, L. & Klein, J. (2005, 12-14 May). Trivial geography in genetic programming. In Yu, T., Riolo, R. L., & Worzel, B. (Eds.), Genetic Programming Theory and Practice III (Genetic Programming, Vol. 9, pp. 109–123). Springer. Ann Arbor. URL: http://hampshire.edu/lspector/pubs/trivial-geography-toappear.pdf
"|apa|incollection|"@InCollection{spector:2005:GPTP,
  author =       ""Lee Spector and Jon Klein"",
  title =        ""Trivial Geography in Genetic Programming"",
  booktitle =    ""Genetic Programming Theory and Practice {III}"",
  year =         ""2005"",
  editor =       ""Tina Yu and Rick L. Riolo and Bill Worzel"",
  volume =       ""9"",
  series =       ""Genetic Programming"",
  chapter =      ""8"",
  pages =        ""109--123"",
  address =      ""Ann Arbor"",
  month =        ""12-14 "" # may,
  publisher =    ""Springer"",
  keywords =     ""genetic algorithms, genetic programming, geography,
                 locality, demes, symbolic regression, quantum
                 computing"",
  ISBN =         ""0-387-28110-X"",
  URL =          ""http://hampshire.edu/lspector/pubs/trivial-geography-toappear.pdf"",
  size =         ""15 pages"",
  notes =        ""part of \cite{yu:2005:GPTP} Published Jan 2006 after
                 the workshop"",
}

"
"Spector, L. & Klein, J. (2006, 11-13 May). Multidimensional tags, cooperative populations, and genetic programming. In Riolo, R. L., Soule, T., & Worzel, B. (Eds.), Genetic Programming Theory and Practice IV (Genetic and Evolutionary Computation, Vol. 5, pp. -). Springer. Ann Arbor.
"|apa|incollection|"@InCollection{Spector:2006:GPTP,
  author =       ""Lee Spector and Jon Klein"",
  title =        ""Multidimensional tags, cooperative populations, and
                 genetic programming"",
  booktitle =    ""Genetic Programming Theory and Practice {IV}"",
  year =         ""2006"",
  editor =       ""Rick L. Riolo and Terence Soule and Bill Worzel"",
  volume =       ""5"",
  series =       ""Genetic and Evolutionary Computation"",
  chapter =      ""15"",
  pages =        ""-"",
  address =      ""Ann Arbor"",
  month =        ""11-13 "" # may,
  publisher =    ""Springer"",
  keywords =     ""genetic algorithms, genetic programming"",
  ISBN =         ""0-387-33375-4"",
  size =         ""16 pages"",
  abstract =     ""We present new results on the evolution of
                 tag-mediated cooperation, demonstrating that the use of
                 multidimensional tags can enhance the emergence of high
                 levels of cooperation. We discuss these results in the
                 context of prior cases in which work on the evolution
                 of cooperation has led to practical techniques for
                 improving the problem-solving performance of genetic
                 programming systems."",
  notes =        ""part of \cite{Riolo:2006:GPTP} Published Jan 2007
                 after the workshop.

                 pop=100, ring topology, deme size 1...panmitic
                 population 400000 generations, 1-6 real dimensions. tag
                 ~ password. free-loaders."",
}

"
"Spector, L. (2010, 20-22 May). Towards practical autoconstructive evolution: self-evolution of problem-solving genetic programming systems. In Riolo, R., McConaghy, T., & Vladislavleva, E. (Eds.), Genetic Programming Theory and Practice VIII (Genetic and Evolutionary Computation, Vol. 8, pp. 17–33). Springer. Ann Arbor, USA. URL: http://www.springer.com/computer/ai/book/978-1-4419-7746-5
"|apa|incollection|"@InCollection{spector:2010:GPTP,
  author =       ""Lee Spector"",
  title =        ""Towards Practical Autoconstructive Evolution:
                 Self-Evolution of Problem-Solving Genetic Programming
                 Systems"",
  booktitle =    ""Genetic Programming Theory and Practice VIII"",
  year =         ""2010"",
  editor =       ""Rick Riolo and Trent McConaghy and Ekaterina
                 Vladislavleva"",
  series =       ""Genetic and Evolutionary Computation"",
  volume =       ""8"",
  address =      ""Ann Arbor, USA"",
  month =        ""20-22 "" # may,
  publisher =    ""Springer"",
  chapter =      ""2"",
  pages =        ""17--33"",
  keywords =     ""genetic algorithms, genetic programming, meta-genetic
                 programming, autoconstructive evolution, Push, PushGP,
                 Pushpop, AutoPush"",
  isbn13 =       ""978-1-4419-7746-5"",
  URL =          ""http://www.springer.com/computer/ai/book/978-1-4419-7746-5"",
  abstract =     ""Most genetic programming systems use hard-coded
                 genetic operators that are applied according to
                 user-specified parameters. Because it is unlikely that
                 the provided operators or the default parameters will
                 be ideal for all problems or all program
                 representations, practitioners often devote
                 considerable energy to experimentation with
                 alternatives. Attempts to bring choices about operators
                 and parameters under evolutionary control, through
                 self-adaptative algorithms or meta-genetic programming,
                 have been explored in the literature and have produced
                 interesting results. However, no systems based on such
                 principles have yet been demonstrated to have greater
                 practical problem-solving power than the more-standard
                 alternatives. This chapter explores the prospects for
                 extending the practical power of genetic programming
                 through the refinement of an approach called
                 autoconstructive evolution, in which the algorithms
                 used for the reproduction and variation of evolving
                 programs are encoded in the programs themselves, and
                 are thereby subject to variation and evolution in
                 tandem with their problem-solving components. We
                 present the motivation for the autoconstructive
                 evolution approach, show how it can be instantiated
                 using the Push programming language, summarise previous
                 results with the Pushpop system, outline the more
                 recent AutoPush system, and chart a course for future
                 work focused on the production of practical systems
                 that can solve hard problems."",
  notes =        ""part of \cite{Riolo:2010:GPTP}"",
}

"
"Spencer, G. F. (1994). Automatic generation of programs for crawling and walking. In Kinnear, Jr., K. E. (Ed.), Advances in Genetic Programming (pp. 335–353). MIT Press. URL: http://cognet.mit.edu/library/books/view?isbn=0262111888
"|apa|incollection|"@InCollection{kinnear:spencer,
  author =       ""Graham F. Spencer"",
  title =        ""Automatic generation of programs for Crawling and
                 Walking"",
  booktitle =    ""Advances in Genetic Programming"",
  publisher =    ""MIT Press"",
  editor =       ""Kenneth E. {Kinnear, Jr.}"",
  year =         ""1994"",
  chapter =      ""15"",
  pages =        ""335--353"",
  size =         ""19 pages"",
  keywords =     ""genetic algorithms, genetic programming"",
  URL =          ""http://cognet.mit.edu/library/books/view?isbn=0262111888"",
  notes =        ""Simulated six legged insect. GP set-leg function with
                 side effects. Worked! 25%constant perturbation
                 .9--1.1"",
}

"
"Spitz, S. (1994, June). Evolving stopping rule mating strategies using genetic programming. In Koza, J. R. (Ed.), Artificial Life at Stanford 1994 (pp. 163–171). Stanford Bookstore. Stanford, California, 94305-3079 USA.
"|apa|incollection|"@InCollection{spitz:1994:esrmsGP,
  author =       ""Steven Spitz"",
  title =        ""Evolving Stopping Rule Mating Strategies using Genetic
                 Programming"",
  booktitle =    ""Artificial Life at Stanford 1994"",
  year =         ""1994"",
  editor =       ""John R. Koza"",
  pages =        ""163--171"",
  address =      ""Stanford, California, 94305-3079 USA"",
  month =        jun,
  organisation = ""Stanford University"",
  publisher =    ""Stanford Bookstore"",
  keywords =     ""genetic algorithms, genetic programming"",
  ISBN =         ""0-18-182105-2"",
  notes =        ""When to decide to stop waiting for Mr. Wright.
                 Decision made by GP.

                 This volume contains 22 papers written and submitted by
                 students describing their term projects for the course
                 in artificial life (Computer Science 425) at Stanford
                 University offered during the spring quarter quarter
                 1994
                 http://www-cs-faculty.stanford.edu/~koza/cs425.html"",
}

"
"Spitz, S. (1994, December). Distributed genetic programming for on-line prediction in changing environments. In Koza, J. R. (Ed.), Genetic Algorithms at Stanford 1994 (pp. 150–159). Stanford Bookstore. Stanford, California, 94305-3079 USA.
"|apa|incollection|"@InCollection{spitz:1994:dgpopce,
  author =       ""Steven Spitz"",
  title =        ""Distributed Genetic Programming for On-line Prediction
                 in Changing Environments"",
  booktitle =    ""Genetic Algorithms at Stanford 1994"",
  year =         ""1994"",
  editor =       ""John R. Koza"",
  pages =        ""150--159"",
  address =      ""Stanford, California, 94305-3079 USA"",
  month =        dec,
  organisation = ""Stanford University"",
  publisher =    ""Stanford Bookstore"",
  keywords =     ""genetic algorithms, genetic programming"",
  ISBN =         ""0-18-187263-3"",
  notes =        ""This volume contains 20 papers written and submitted
                 by students describing their term projects for the
                 course {""}Genetic Algorithms and Genetic Programming{""}
                 (Computer Science 426) at Stanford University offered
                 during the fall quarter 1994
                 http://www-cs-faculty.stanford.edu/~koza/cs426.html"",
}

"
"Spivak, P. K. (2002, June). Discovery of optical character recognition algorithms using genetic programming. In Koza, J. R. (Ed.), Genetic Algorithms and Genetic Programming at Stanford 2002 (pp. 223–232). Stanford Bookstore. Stanford, California, 94305-3079 USA. URL: http://www.genetic-programming.org/sp2002/Spivak.pdf
"|apa|incollection|"@InCollection{spivak:2002:DOCRAGP,
  author =       ""Polina K. Spivak"",
  title =        ""Discovery of Optical Character Recognition Algorithms
                 using Genetic Programming"",
  booktitle =    ""Genetic Algorithms and Genetic Programming at Stanford
                 2002"",
  year =         ""2002"",
  editor =       ""John R. Koza"",
  pages =        ""223--232"",
  address =      ""Stanford, California, 94305-3079 USA"",
  month =        jun,
  publisher =    ""Stanford Bookstore"",
  keywords =     ""genetic algorithms, genetic programming"",
  URL =          ""http://www.genetic-programming.org/sp2002/Spivak.pdf"",
  language =     ""en"",
  oai =          ""oai:CiteSeerXPSU:10.1.1.140.8647"",
  abstract =     ""Optical character recognition is a trivial problem, at
                 least for literate humans. However, creating a good
                 character recognition program is not so simple---a
                 single character can have significant variability when
                 considered across many fonts. Some characters are
                 misleadingly similar, especially considering their
                 incarnations in multiple fonts. This paper discusses a
                 technique, as well as some pitfalls, for automatically
                 evolving optical character recognition programs using
                 genetic programming. The problem-specific information
                 required for this technique is a set of training
                 characters, e.g. { 0, {\ldots}, 9, a, {\ldots}, f}, and
                 GIF incarnations of those characters in different
                 fonts. The result is a set of algorithms that can
                 determine which character is represented by an image.
                 The algorithms can be applied to those images used to
                 evolve the algorithms, as well as new images that
                 represent one of the characters in a new font not seen
                 during evolution."",
  notes =        ""part of \cite{koza:2002:gagp} 16 characters 10x10 GIF
                 images, 96 fitness cases, parsimony pressure as part of
                 fitness"",
}

"
"Srinivasan, P. (2002, June). Development of block-stacking teleo-reactive programs using genetic programming. In Koza, J. R. (Ed.), Genetic Algorithms and Genetic Programming at Stanford 2002 (pp. 233–242). Stanford Bookstore. Stanford, California, 94305-3079 USA. URL: http://www.genetic-programming.org/sp2002/Srinivasan.pdf
"|apa|incollection|"@InCollection{srinivasan:2002:DBTPGP,
  author =       ""Praveen Srinivasan"",
  title =        ""Development of Block-Stacking Teleo-Reactive Programs
                 using Genetic Programming"",
  booktitle =    ""Genetic Algorithms and Genetic Programming at Stanford
                 2002"",
  year =         ""2002"",
  editor =       ""John R. Koza"",
  pages =        ""233--242"",
  address =      ""Stanford, California, 94305-3079 USA"",
  month =        jun,
  publisher =    ""Stanford Bookstore"",
  keywords =     ""genetic algorithms, genetic programming"",
  URL =          ""http://www.genetic-programming.org/sp2002/Srinivasan.pdf"",
  language =     ""en"",
  oai =          ""oai:CiteSeerXPSU:10.1.1.140.7483"",
  abstract =     ""This paper describes the development of Teleo-Reactive
                 (T-R) block-stacking programs using genetic
                 programming. T-R programs are a class of programs that
                 are also a specific form of k-decision lists, and are
                 useful for programming tasks for autonomous agents.
                 Using only the predicates of On, a test to see if one
                 block is atop another, and Move, moving one block to
                 another{'}s column, genetic programming was able to
                 evolve programs capable of stacking 4 blocks in a
                 predefined order for as many as 500 different randomly
                 generated fitness cases. Programs for 5 and 6 block
                 situations were also successfully developed, but
                 attempts to create programs satisfying the desirable
                 regression property were largely unsuccessful.
                 Rewarding programs based on performing the least number
                 of moves after perfectly stacking blocks in all fitness
                 cases also had limited success, yielding an individual
                 likely generated by random chance and not by
                 evolution."",
  notes =        ""part of \cite{koza:2002:gagp}"",
}

"
"Stefanini, T. (1994, June). The genetic coding of behavioral attributes in cellular automata. In Koza, J. R. (Ed.), Artificial Life at Stanford 1994 (pp. 172–180). Stanford Bookstore. Stanford, California, 94305-3079 USA.
"|apa|incollection|"@InCollection{stefanini:1994:gcbaCA,
  author =       ""Tim Stefanini"",
  title =        ""The Genetic Coding of Behavioral Attributes in
                 Cellular Automata"",
  booktitle =    ""Artificial Life at Stanford 1994"",
  year =         ""1994"",
  editor =       ""John R. Koza"",
  pages =        ""172--180"",
  address =      ""Stanford, California, 94305-3079 USA"",
  month =        jun,
  organisation = ""Stanford University"",
  publisher =    ""Stanford Bookstore"",
  keywords =     ""genetic algorithms"",
  ISBN =         ""0-18-182105-2"",
  notes =        ""farmers

                 This volume contains 22 papers written and submitted by
                 students describing their term projects for the course
                 in artificial life (Computer Science 425) at Stanford
                 University offered during the spring quarter quarter
                 1994
                 http://www-cs-faculty.stanford.edu/~koza/cs425.html"",
}

"
"Stephens, C. R. & Poli, R. (2004). EC theory – “in theory”: towards a unification of evolutionary computation theory. In Menon, A. (Ed.), Frontiers of Evolutionary Computation (Vol. 11, pp. 129–156). Kluwer. Boston, MA, USA. URL: http://cswww.essex.ac.uk/staff/rpoli/papers/ECtheoryintheory2004.pdf
"|apa|incollection|"@InCollection{stephens04:_ec_theor,
  author =       ""Christopher R. Stephens and Riccardo Poli"",
  title =        ""{EC} Theory -- ``In Theory'': Towards a Unification of
                 Evolutionary Computation Theory"",
  booktitle =    ""Frontiers of Evolutionary Computation"",
  pages =        ""129--156"",
  volume =       ""11"",
  chapter =      ""7"",
  publisher =    ""Kluwer"",
  year =         ""2004"",
  editor =       ""Anil Menon"",
  address =      ""Boston, MA, USA"",
  ISBN =         ""1-4020-7524-3"",
  URL =          ""http://cswww.essex.ac.uk/staff/rpoli/papers/ECtheoryintheory2004.pdf"",
  keywords =     ""genetic algorithms, genetic programming, Schema
                 theory, Vose model, Unification, Evolutionary
                 strategies, Building Blocks"",
  abstract =     ""We present a personal overview of EC theory. In
                 particular, we try to show that recent theoretical
                 developments have pointed the way to a grand
                 unification of different branches of EC, such as
                 Genetic Algorithms and Genetic Programming, and also
                 different theoretical models, such as the Vose model
                 and Holland's Schema theorem. We give a broad outline
                 of this unification program showing how the different
                 elements above are related to each other via changes of
                 representation on the space of EC models. Based on our
                 work we pose a series of challenges which if met, we
                 believe, will lead to a much deeper understanding of EC
                 and the various types of evolutionary algorithm."",
}

"
"Stepney, S. & Clark, J. A. (2006). Evolving quantum programs and protocols. In Rieth, M. & Schommers, W. (Eds.), Handbook of Theoretical and Computational Nanotechnology, volume 3, Quantum and Molecular Computing, Quantum Simulations (pp. 113–160). American Scientific Publishers. URL: http://www-users.cs.york.ac.uk/susan/bib/ss/nonstd/gqprev05.pdf
"|apa|incollection|"@InCollection{SS-EvoQP-06,
  author =       ""Susan Stepney and John A. Clark"",
  title =        ""Evolving Quantum Programs and Protocols"",
  booktitle =    ""Handbook of Theoretical and Computational
                 Nanotechnology, volume 3, Quantum and Molecular
                 Computing, Quantum Simulations"",
  publisher =    ""American Scientific Publishers"",
  year =         ""2006"",
  editor =       ""Michael Rieth and Wolfram Schommers"",
  chapter =      ""3"",
  pages =        ""113--160"",
  keywords =     ""genetic algorithms, genetic programming"",
  URL =          ""http://www-users.cs.york.ac.uk/susan/bib/ss/nonstd/gqprev05.pdf"",
  abstract =     ""Quantum computation is not yet with us in any
                 practical sense (the largest number of qubits currently
                 in a quantum computer is 7), but a significant body of
                 physical scientists are at work on making quantum
                 computing a practical reality. If history repeats
                 itself, we will get small computers initially that will
                 grow as technology improves. Since quantum computers
                 seem capable of achieving results unachievable by other
                 means, exploiting effectively even limited hardware
                 platforms may bring significant economic benefits.

                 We now have an opportunity to build the application
                 infrastructure to run on quantum computers when they
                 eventually come on-stream. Several researchers have
                 developed new and important quantum algorithms over the
                 past decade, but there are fundamentally few distinct
                 quantum algorithms. In some ways novel application
                 development seems to have stalled.

                 Why is this? The authors of this review believe that
                 intuition about quantum phenomena and the nature of
                 quantum computation is too limited. It is such a
                 radically different arena, well outside the comfort
                 zone provided by traditional computation. If our
                 mindsets are the problem then we must seek to free
                 ourselves, or augment our current capabilities. Nature,
                 in the guise of quantum mechanical laws, provides us
                 with new computational capabilities. But Nature also is
                 good at invention; evolution is a form of continual
                 reinvention. In this chapter, we review how automated
                 search techniques inspired by biological systems can be
                 used to uncover new quantum circuits and algorithms."",
  notes =        ""revised and updated journal version
                 \cite{Stepney:2008:jCTNS}"",
  size =         ""60 pages"",
}

"
"Stiffelman, O. (1997, 17 March). The evolution of data representation through genetic programming and genetic algorithms. In Koza, J. R. (Ed.), Genetic Algorithms and Genetic Programming at Stanford 1997 (pp. 197–206). Stanford Bookstore. Stanford, California, 94305-3079 USA.
"|apa|incollection|"@InCollection{Stiffelman:1997:edrGPGA,
  author =       ""Oscar Stiffelman"",
  title =        ""The Evolution of Data Representation Through Genetic
                 Programming and Genetic Algorithms"",
  booktitle =    ""Genetic Algorithms and Genetic Programming at Stanford
                 1997"",
  publisher =    ""Stanford Bookstore"",
  year =         ""1997"",
  editor =       ""John R. Koza"",
  pages =        ""197--206"",
  address =      ""Stanford, California, 94305-3079 USA"",
  month =        ""17 "" # mar,
  keywords =     ""genetic algorithms, genetic programming"",
  ISBN =         ""0-18-205981-2"",
  abstract =     ""it is shown bitstrings representing english text can
                 be encoded using this technique"",
  notes =        ""part of \cite{koza:1997:GAGPs} combines Genesis wit
                 DGPC"",
}

"
"Streeter, M. J., Keane, M. A., & Koza, J. R. (2003). Routine human-competitive automatic synthesis using genetic programming of both the topology and sizing for five post-2000 patented analog and mixed analog-digital circuits. In 2003 Southwest Symposium on Mixed-Signal Design (Southwest Symposium on Mixed-Signal Design, pp. 5–10). IEEE Circuits and Systems Society. Las Vegas, Nevada, USA.
"|apa|incollection|"@InCollection{streeter:2003:SSMSD,
  author =       ""Matthew J. Streeter and Martin A. Keane and John R.
                 Koza"",
  title =        ""Routine human-competitive Automatic Synthesis using
                 genetic programming of both the topology and sizing for
                 five post-2000 patented analog and mixed analog-digital
                 circuits"",
  booktitle =    ""2003 Southwest Symposium on Mixed-Signal Design"",
  publisher =    ""IEEE Circuits and Systems Society"",
  year =         ""2003"",
  series =       ""Southwest Symposium on Mixed-Signal Design"",
  pages =        ""5--10"",
  address =      ""Las Vegas, Nevada, USA"",
}

"
"Suen, L. C. K. (1999, 15 March). Performance improvement through isolated population genetic algorithm. In Koza, J. R. (Ed.), Genetic Algorithms and Genetic Programming at Stanford 1999 (pp. 218–225). Stanford Bookstore. Stanford, California, 94305-3079 USA.
"|apa|incollection|"@InCollection{suen:1999:PIIPGA,
  author =       ""Lawrence Chun Kiat Suen"",
  title =        ""Performance Improvement through Isolated Population
                 Genetic Algorithm"",
  booktitle =    ""Genetic Algorithms and Genetic Programming at Stanford
                 1999"",
  year =         ""1999"",
  editor =       ""John R. Koza"",
  pages =        ""218--225"",
  address =      ""Stanford, California, 94305-3079 USA"",
  month =        ""15 "" # mar,
  publisher =    ""Stanford Bookstore"",
  keywords =     ""genetic algorithms"",
  notes =        ""part of \cite{koza:1999:GAGPs}"",
}

"
"Sugiyama, T., Kido, T., & Nakanishi, M. (1995). Evolving robot strategy for open ended game. In Yao, X. (Ed.), Progress in Evolutionary Computation (Lecture Notes in Artificial Intelligence, Vol. 956, pp. 225–235). Springer-Verlag. Heidelberg, Germany.
"|apa|incollection|"@InCollection{Sugiyama:1995:ersoeg,
  author =       ""Tomonori Sugiyama and Takashi Kido and Masakazu
                 Nakanishi"",
  title =        ""Evolving Robot Strategy for Open ended Game"",
  booktitle =    ""Progress in Evolutionary Computation"",
  publisher =    ""Springer-Verlag"",
  year =         ""1995"",
  editor =       ""X. Yao"",
  volume =       ""956"",
  series =       ""Lecture Notes in Artificial Intelligence"",
  pages =        ""225--235"",
  address =      ""Heidelberg, Germany"",
  keywords =     ""genetic algorithms, genetic programming,
                 entertainment, Games"",
  notes =        ""Robot battle game X-Window Robot Battle XRB. Is is it
                 a GP? Robot's game strategy given by genes that are
                 evoleved using a GP plus tree based crossover.

                 "",
}

"
"Sukalski, M. (1999, 15 March). Developing adaptive TCP transmission strategies using genetic programming. In Koza, J. R. (Ed.), Genetic Algorithms and Genetic Programming at Stanford 1999 (pp. 226–235). Stanford Bookstore. Stanford, California, 94305-3079 USA.
"|apa|incollection|"@InCollection{sukalski:1999:DATTSUGP,
  author =       ""Mitch Sukalski"",
  title =        ""Developing Adaptive {TCP} Transmission Strategies
                 Using Genetic Programming"",
  booktitle =    ""Genetic Algorithms and Genetic Programming at Stanford
                 1999"",
  year =         ""1999"",
  editor =       ""John R. Koza"",
  pages =        ""226--235"",
  address =      ""Stanford, California, 94305-3079 USA"",
  month =        ""15 "" # mar,
  publisher =    ""Stanford Bookstore"",
  keywords =     ""genetic algorithms, genetic programming"",
  notes =        ""part of \cite{koza:1999:GAGPs}"",
}

"
"Suri, S. (2000, June). A genetic algorithm for finding a long path in a hamiltonian graph. In Koza, J. R. (Ed.), Genetic Algorithms and Genetic Programming at Stanford 2000 (pp. 360–370). Stanford Bookstore. Stanford, California, 94305-3079 USA.
"|apa|incollection|"@InCollection{suri:2000:AGAFLPHG,
  author =       ""Siddharth Suri"",
  title =        ""A Genetic Algorithm for Finding a Long Path in a
                 Hamiltonian Graph"",
  booktitle =    ""Genetic Algorithms and Genetic Programming at Stanford
                 2000"",
  year =         ""2000"",
  editor =       ""John R. Koza"",
  pages =        ""360--370"",
  address =      ""Stanford, California, 94305-3079 USA"",
  month =        jun,
  publisher =    ""Stanford Bookstore"",
  keywords =     ""genetic algorithms"",
  notes =        ""part of \cite{koza:2000:gagp}"",
}

"
"Swope, B. (2003, 4 December). Evolution of a path generator for a round-trip symmetric traveling salesperson problem using genetic programming. In Koza, J. R. (Ed.), Genetic Algorithms and Genetic Programming at Stanford 2003 (pp. 197–205). Stanford Bookstore. Stanford, California, 94305-3079 USA. URL: http://www.genetic-programming.org/sp2003/Swope.pdf
"|apa|incollection|"@InCollection{swope:2003:EPGRSTSPUGP,
  author =       ""Bretton Swope"",
  title =        ""Evolution of a Path Generator for a Round-Trip
                 Symmetric Traveling Salesperson Problem Using Genetic
                 Programming"",
  booktitle =    ""Genetic Algorithms and Genetic Programming at Stanford
                 2003"",
  year =         ""2003"",
  editor =       ""John R. Koza"",
  pages =        ""197--205"",
  address =      ""Stanford, California, 94305-3079 USA"",
  month =        ""4 "" # dec,
  publisher =    ""Stanford Bookstore"",
  keywords =     ""genetic algorithms, genetic programming"",
  URL =          ""http://www.genetic-programming.org/sp2003/Swope.pdf"",
  notes =        ""part of \cite{koza:2003:gagp}"",
}

"
"Sykes, M. (2000, June). Using a genetic algorithm to generate decoy sets for protein structure prediction. In Koza, J. R. (Ed.), Genetic Algorithms and Genetic Programming at Stanford 2000 (pp. 371–379). Stanford Bookstore. Stanford, California, 94305-3079 USA.
"|apa|incollection|"@InCollection{sykes:2000:UGAGDSPSP,
  author =       ""Michael Sykes"",
  title =        ""Using a Genetic Algorithm to Generate Decoy Sets for
                 Protein Structure Prediction"",
  booktitle =    ""Genetic Algorithms and Genetic Programming at Stanford
                 2000"",
  year =         ""2000"",
  editor =       ""John R. Koza"",
  pages =        ""371--379"",
  address =      ""Stanford, California, 94305-3079 USA"",
  month =        jun,
  publisher =    ""Stanford Bookstore"",
  keywords =     ""genetic algorithms"",
  notes =        ""part of \cite{koza:2000:gagp}"",
}

"
"Tackett, W. A. & Carmi, A. (1994). The donut problem: scalability and generalization in genetic programming. In Kinnear, Jr., K. E. (Ed.), Advances in Genetic Programming (pp. 143–176). MIT Press. URL: http://cognet.mit.edu/library/books/view?isbn=0262111888
"|apa|incollection|"@InCollection{kinnear:tackett,
  author =       ""Walter Alden Tackett and Aviram Carmi"",
  institution =  ""HMSC"",
  title =        ""The Donut Problem: Scalability and Generalization in
                 Genetic Programming"",
  booktitle =    ""Advances in Genetic Programming"",
  publisher =    ""MIT Press"",
  editor =       ""Kenneth E. {Kinnear, Jr.}"",
  year =         ""1994"",
  pages =        ""143--176"",
  chapter =      ""7"",
  URL =          ""http://cognet.mit.edu/library/books/view?isbn=0262111888"",
  keywords =     ""genetic algorithms, genetic programming"",
  size =         ""34 pages"",
  notes =        ""see also
                 http://www.cs.ucl.ac.uk/staff/W.Langdon/ftp/ftp.io.com/papers/.message
                 ICGA93.Donut.ps.Z - Preliminary version of Avi and
                 Walter's ICGA93 paper"",
}

"
"Tackett, W. A. & Char, K. G. (1997). Genetic programming applied to image discrimination. In Baeck, T., Fogel, D. B., & Michalewicz, Z. (Eds.), Handbook of Evolutionary Computation. Oxford University Press.
"|apa|incollection|"@InCollection{Tackett:1997:HEC,
  author =       ""Walter Alden Tackett and K. Govinda Char"",
  title =        ""Genetic programming applied to image discrimination"",
  booktitle =    ""Handbook of Evolutionary Computation"",
  publisher =    ""Oxford University Press"",
  publisher_2 =  ""Institute of Physics Publishing"",
  year =         ""1997"",
  editor =       ""Thomas Baeck and David B. Fogel and Zbigniew
                 Michalewicz"",
  chapter =      ""section F1.6.2.5"",
  keywords =     ""genetic algorithms, genetic programming"",
  ISBN =         ""0-7503-0392-1"",
}

"
"Talbott, W. A. (2003, 4 December). Automatic creation of team-control plans using an assignment branch in genetic programming. In Koza, J. R. (Ed.), Genetic Algorithms and Genetic Programming at Stanford 2003 (pp. 206–212). Stanford Bookstore. Stanford, California, 94305-3079 USA. URL: http://www.genetic-programming.org/sp2003/Talbott.pdf
"|apa|incollection|"@InCollection{talbott:2003:ACTPUABGP,
  author =       ""Walter A. Talbott"",
  title =        ""Automatic Creation of Team-Control Plans Using an
                 Assignment Branch in Genetic Programming"",
  booktitle =    ""Genetic Algorithms and Genetic Programming at Stanford
                 2003"",
  year =         ""2003"",
  editor =       ""John R. Koza"",
  pages =        ""206--212"",
  address =      ""Stanford, California, 94305-3079 USA"",
  month =        ""4 "" # dec,
  publisher =    ""Stanford Bookstore"",
  keywords =     ""genetic algorithms, genetic programming"",
  URL =          ""http://www.genetic-programming.org/sp2003/Talbott.pdf"",
  notes =        ""part of \cite{koza:2003:gagp}"",
}

"
"Tanev, I., Ray, T., & Buller, A. (2004). Evolution, robustness and adaptation of sidewinding locomotion of simulated snake-like robot. In Nedjah, N. & de Macedo Mourelle, L. (Eds.), Evolvable Machines: Theory & Practice (Studies in Fuzziness and Soft Computing, Vol. 161, pp. 21–41). Springer. Berlin Hidelberg Germany. URL: http://www.springeronline.com/sgw/cda/frontpage/0,11855,5-175-22-33980449-0,00.html
"|apa|incollection|"@InCollection{tanev:2004:EMTP,
  author =       ""Ivan Tanev and Thomas Ray and Andrzej Buller"",
  title =        ""Evolution, Robustness and Adaptation of Sidewinding
                 Locomotion of Simulated Snake-like Robot"",
  booktitle =    ""Evolvable Machines: Theory \& Practice"",
  publisher =    ""Springer"",
  year =         ""2004"",
  editor =       ""Nadia Nedjah and Luiza {de Macedo Mourelle}"",
  volume =       ""161"",
  series =       ""Studies in Fuzziness and Soft Computing"",
  chapter =      ""2"",
  pages =        ""21--41"",
  address =      ""Berlin Hidelberg Germany"",
  keywords =     ""genetic algorithms, genetic programming,
                 reconfigurable hardware"",
  ISBN =         ""3-540-22905-1"",
  URL =          ""http://www.springeronline.com/sgw/cda/frontpage/0,11855,5-175-22-33980449-0,00.html"",
  notes =        ""Springer says published in 2005 but available Nov
                 2004"",
}

"
"Tanev, I., Ray, T., & Shimohara, K. (2006). On the analogy of the emergent properties of evolved locomotion gaits of simulated snakebot. In Mobile Robotics: Towards New Applications (pp. 559–578). Advanced Robotics Systems and pro literatur Verlag.
"|apa|incollection|"@InCollection{Tanev:2006:MRtna,
  author =       ""Ivan Tanev and Thomas Ray and Katsunori Shimohara"",
  title =        ""On the Analogy of the Emergent Properties of Evolved
                 Locomotion Gaits of Simulated Snakebot"",
  chapter =      ""29"",
  pages =        ""559--578"",
  publisher =    ""Advanced Robotics Systems and pro literatur Verlag"",
  year =         ""2006"",
  booktitle =    ""Mobile Robotics: Towards New Applications"",
  keywords =     ""genetic algorithms, genetic programming"",
}

"
