Referenzstring|Style|Literaturtyp|BibTeX
"McPike, Kuí. Logics on data words: Expressivity; satisfiability; model checking. Dortmund University of Technology, November 2016, PhD thesis.
"|mla|phdthesis|"@phdthesis{McPike.2016,
 author = {McPike, Ku{\'i}},
 year = {2016},
 title = {Logics on data words: Expressivity; satisfiability; model checking},
 school = {Dortmund University of Technology},
 month = {November},
 type = {PhD thesis}
}


"
"McQuilliam, Aloïs. Data mining in text streams using suffix trees. University of Bristol, 2012, PhD thesis. Available at http://goodreads.com/id/massa/id.png.
"|mla|phdthesis|"@phdthesis{McQuilliam.2012,
 author = {McQuilliam, Alo{\""i}s},
 year = {2012},
 title = {Data mining in text streams using suffix trees},
 school = {University of Bristol},
 note = {Available at \url{http://goodreads.com/id/massa/id.png}},
 type = {PhD thesis}
}


"
"McRobert, Léonie. Extraction de connaissances spatio-temporelles incertaines pour la prédiction de changements en imagerie satellitale. Linghu: University of Rennes 1, 2012, PhD thesis. Uncertain Spatiotemporal Knowledge Discovery for Change Prediction in Sateliite Imagery.
"|mla|phdthesis|"@phdthesis{McRobert.2012,
 author = {McRobert, L{\'e}onie},
 year = {2012},
 title = {Extraction de connaissances spatio-temporelles incertaines pour la pr{\'e}diction de changements en imagerie satellitale},
 school = {University of Rennes 1},
 note = {Uncertain Spatiotemporal Knowledge Discovery for Change Prediction in Sateliite Imagery},
 address = {Linghu},
 type = {PhD thesis}
}


"
"Meanwell, Garçon. The impact of disjunction on reasoning under existential rules. University of Oxford, September 2014, PhD thesis.
"|mla|phdthesis|"@phdthesis{Meanwell.2014,
 author = {Meanwell, Gar{\c{c}}on},
 year = {2014},
 title = {The impact of disjunction on reasoning under existential rules},
 school = {University of Oxford},
 month = {September},
 type = {PhD thesis}
}


"
"Mease, Valérie. Algorithms for Efficient Top-Down Join Enumeration. Wengtian: University of Mannheim, September 2014, PhD thesis. Available at http://g.co/porttitor/id/consequat/in.jsp.
"|mla|phdthesis|"@phdthesis{Mease.2014,
 author = {Mease, Val{\'e}rie},
 year = {2014},
 title = {Algorithms for Efficient Top-Down Join Enumeration},
 school = {University of Mannheim},
 month = {September},
 note = {Available at \url{http://g.co/porttitor/id/consequat/in.jsp}},
 address = {Wengtian},
 type = {PhD thesis}
}


"
"Medforth, Pò. Logical leases: scalable hardware and software systems through time traveling. Surovikino: MIT, 2018, PhD thesis. Available at https://mysql.com/erat/curabitur/gravida/nisi.aspx.
"|mla|phdthesis|"@phdthesis{Medforth.2018,
 author = {Medforth, P{\`o}},
 year = {2018},
 title = {Logical leases: scalable hardware and software systems through time traveling},
 school = {MIT},
 note = {Available at \url{https://mysql.com/erat/curabitur/gravida/nisi.aspx}},
 address = {Surovikino},
 type = {PhD thesis}
}


"
"Meekings, Thérèsa. Optimization techniques for human computation-enabled data processing systems. MIT, February 2012, PhD thesis. Available at http://slideshare.net/cubilia.js.
"|mla|phdthesis|"@phdthesis{Meekings.2012,
 author = {Meekings, Th{\'e}r{\`e}sa},
 year = {2012},
 title = {Optimization techniques for human computation-enabled data processing systems},
 school = {MIT},
 month = {February},
 note = {Available at \url{http://slideshare.net/cubilia.js}},
 type = {PhD thesis}
}


"
"Meighan, Crééz. The concept of the crowd: mining perceptual attributes from rating data on the social web. Fengcheng: University of Braunschweig, June 2012, PhD thesis. Available at https://smugmug.com/nisl/duis/ac/nibh/fusce/lacus/purus.json.
"|mla|phdthesis|"@phdthesis{Meighan.2012,
 author = {Meighan, Cr{\'e}{\'e}z},
 year = {2012},
 title = {The concept of the crowd: mining perceptual attributes from rating data on the social web},
 school = {University of Braunschweig},
 month = {June},
 note = {Available at \url{https://smugmug.com/nisl/duis/ac/nibh/fusce/lacus/purus.json}},
 address = {Fengcheng},
 type = {PhD thesis}
}


"
"Mellem, Ruì. Named entity recognition: challenges in document annotation; gazetteer construction and disambiguation. University of Sheffield, 2013, PhD thesis. Available at http://angelfire.com/id/nisl.js.
"|mla|phdthesis|"@phdthesis{Mellem.2013,
 author = {Mellem, Ru{\`i}},
 year = {2013},
 title = {Named entity recognition: challenges in document annotation; gazetteer construction and disambiguation},
 school = {University of Sheffield},
 note = {Available at \url{http://angelfire.com/id/nisl.js}},
 type = {PhD thesis}
}


"
"Mellish, Anaé. Optimizing graph query performance by indexing and caching. University of Glasgow, 2017, PhD thesis. Available at http://google.com.hk/enim/sit/amet.png.
"|mla|phdthesis|"@phdthesis{Mellish.2017,
 author = {Mellish, Ana{\'e}},
 year = {2017},
 title = {Optimizing graph query performance by indexing and caching},
 school = {University of Glasgow},
 note = {Available at \url{http://google.com.hk/enim/sit/amet.png}},
 type = {PhD thesis}
}


"
"Menauteau, Maïté. Finding the right processor for the job: co-processors in a DBMS. Technische University of Ilmenau, 2014, PhD thesis. Available at http://delicious.com/commodo/placerat/praesent.aspx.
"|mla|phdthesis|"@phdthesis{Menauteau.2014,
 author = {Menauteau, Ma{\""i}t{\'e}},
 year = {2014},
 title = {Finding the right processor for the job: co-processors in a DBMS},
 school = {Technische University of Ilmenau},
 note = {Available at \url{http://delicious.com/commodo/placerat/praesent.aspx}},
 type = {PhD thesis}
}


"
"Menauteau, Salomé. Exponential families on resource-constrained systems. Dortmund University of Technology, 2018, PhD thesis. Available at http://ustream.tv/morbi/odio/odio/elementum/eu.xml.
"|mla|phdthesis|"@phdthesis{Menauteau.2018,
 author = {Menauteau, Salom{\'e}},
 year = {2018},
 title = {Exponential families on resource-constrained systems},
 school = {Dortmund University of Technology},
 note = {Available at \url{http://ustream.tv/morbi/odio/odio/elementum/eu.xml}},
 type = {PhD thesis}
}


"
"Menguy, Zhì. Closing the circle of algorithmic and system-centric database optimization: a comprehensive survey on adaptive indexing; data partitioning; and the rewiring of virtual memory. Obrera: Saarland University, 2016, PhD thesis. Available at https://amazon.de/sit/amet/eleifend/pede/libero/quis.json.
"|mla|phdthesis|"@phdthesis{Menguy.2016,
 author = {Menguy, Zh{\`i}},
 year = {2016},
 title = {Closing the circle of algorithmic and system-centric database optimization: a comprehensive survey on adaptive indexing; data partitioning; and the rewiring of virtual memory},
 school = {Saarland University},
 note = {Available at \url{https://amazon.de/sit/amet/eleifend/pede/libero/quis.json}},
 address = {Obrera},
 type = {PhD thesis}
}


"
"Menicomb, Andrée. Prediction with mixture models. Rakek: University of Potsdam, February 2013, PhD thesis. Available at http://wp.com/massa/quis/augue/luctus/tincidunt/nulla/mollis.aspx.
"|mla|phdthesis|"@phdthesis{Menicomb.2013,
 author = {Menicomb, Andr{\'e}e},
 year = {2013},
 title = {Prediction with mixture models},
 school = {University of Potsdam},
 month = {February},
 note = {Available at \url{http://wp.com/massa/quis/augue/luctus/tincidunt/nulla/mollis.aspx}},
 address = {Rakek},
 type = {PhD thesis}
}


"
"Merrien, Joséphine. Modern techniques for transaction-oriented database recovery. Kaiserslautern University of Technology, 2017, PhD thesis.
"|mla|phdthesis|"@phdthesis{Merrien.2017,
 author = {Merrien, Jos{\'e}phine},
 year = {2017},
 title = {Modern techniques for transaction-oriented database recovery},
 school = {Kaiserslautern University of Technology},
 type = {PhD thesis}
}


"
"Mervyn, Cinéma. Predictive Modeling of Relational Data. Belo: University of Konstanz, 2017, PhD thesis.
"|mla|phdthesis|"@phdthesis{Mervyn.2017,
 author = {Mervyn, Cin{\'e}ma},
 year = {2017},
 title = {Predictive Modeling of Relational Data},
 school = {University of Konstanz},
 address = {Belo},
 type = {PhD thesis}
}


"
"Messer, Françoise. Structural graph-based metamodel matching. Dresden University of Technology, 2011, PhD thesis.
"|mla|phdthesis|"@phdthesis{Messer.2011,
 author = {Messer, Fran{\c{c}}oise},
 year = {2011},
 title = {Structural graph-based metamodel matching},
 school = {Dresden University of Technology},
 type = {PhD thesis}
}


"
"de Metz, Valérie. Towards effective research-paper recommender systems and user modeling based on mind maps. Cantagallo: Otto von Guericke University Magdeburg, September 2015, PhD thesis. Available at https://gmpg.org/diam/in/magna/bibendum/imperdiet/nullam.xml.
"|mla|phdthesis|"@phdthesis{Metz.2015,
 author = {de Metz, Val{\'e}rie},
 year = {2015},
 title = {Towards effective research-paper recommender systems and user modeling based on mind maps},
 school = {Otto von Guericke University Magdeburg},
 month = {September},
 note = {Available at \url{https://gmpg.org/diam/in/magna/bibendum/imperdiet/nullam.xml}},
 address = {Cantagallo},
 type = {PhD thesis}
}


"
"Mieville, Liè. Computational analysis of world music corpora. Iganga: Queen Mary University of London, December 2018, PhD thesis.
"|mla|phdthesis|"@phdthesis{Mieville.2018,
 author = {Mieville, Li{\`e}},
 year = {2018},
 title = {Computational analysis of world music corpora},
 school = {Queen Mary University of London},
 month = {December},
 address = {Iganga},
 type = {PhD thesis}
}


"
"Milella, Agnès. Content dissemination in participatory delay tolerant networks. San Francisco: University College London, 2011, PhD thesis. Available at http://apple.com/purus/eu/magna/vulputate.jpg.
"|mla|phdthesis|"@phdthesis{Milella.2011,
 author = {Milella, Agn{\`e}s},
 year = {2011},
 title = {Content dissemination in participatory delay tolerant networks},
 school = {University College London},
 note = {Available at \url{http://apple.com/purus/eu/magna/vulputate.jpg}},
 address = {San Francisco},
 type = {PhD thesis}
}


"
"Milkins, Mélanie. Advances in probabilistic modeling of natural images. University of Tübingen, 2015, PhD thesis. Available at https://simplemachines.org/sem/duis/aliquam/convallis.json.
"|mla|phdthesis|"@phdthesis{Milkins.2015,
 author = {Milkins, M{\'e}lanie},
 year = {2015},
 title = {Advances in probabilistic modeling of natural images},
 school = {University of T{\""u}bingen},
 note = {Available at \url{https://simplemachines.org/sem/duis/aliquam/convallis.json}},
 type = {PhD thesis}
}


"
"Millership, Illustrée. Mineração de dados em grande conjuntos de dados complexos. University of São Paulo, 2011, PhD thesis. Available at https://jimdo.com/ipsum/dolor/sit/amet/consectetuer/adipiscing/elit.json.
"|mla|phdthesis|"@phdthesis{Millership.2011,
 author = {Millership, Illustr{\'e}e},
 year = {2011},
 title = {Minera{\c{c}}{\~a}o de dados em grande conjuntos de dados complexos},
 school = {University of S{\~a}o Paulo},
 note = {Available at \url{https://jimdo.com/ipsum/dolor/sit/amet/consectetuer/adipiscing/elit.json}},
 type = {PhD thesis}
}


"
"Millgate, Maïté. Extending dependencies for improving data quality. Peras Ruivas: University of Edinburgh, 2011, PhD thesis. Available at http://friendfeed.com/sapien/arcu/sed.aspx.
"|mla|phdthesis|"@phdthesis{Millgate.2011,
 author = {Millgate, Ma{\""i}t{\'e}},
 year = {2011},
 title = {Extending dependencies for improving data quality},
 school = {University of Edinburgh},
 note = {Available at \url{http://friendfeed.com/sapien/arcu/sed.aspx}},
 address = {Peras Ruivas},
 type = {PhD thesis}
}


"
"Miners, Salomé. Implicit entity networks: a versatile document model. University of Heidelberg, June 2019, PhD thesis. Available at http://upenn.edu/penatibus/et/magnis/dis/parturient.html.
"|mla|phdthesis|"@phdthesis{Miners.2019,
 author = {Miners, Salom{\'e}},
 year = {2019},
 title = {Implicit entity networks: a versatile document model},
 school = {University of Heidelberg},
 month = {June},
 note = {Available at \url{http://upenn.edu/penatibus/et/magnis/dis/parturient.html}},
 type = {PhD thesis}
}


"
"Mingay, Léane. Hardware Contention-Aware Real-Time Scheduling on Multi-Core Platforms in Safety-Critical Systems. Banī Zayd: Kaiserslautern University of Technology, 2019, PhD thesis. Available at http://imageshack.us/etiam.js.
"|mla|phdthesis|"@phdthesis{Mingay.2019,
 author = {Mingay, L{\'e}ane},
 year = {2019},
 title = {Hardware Contention-Aware Real-Time Scheduling on Multi-Core Platforms in Safety-Critical Systems},
 school = {Kaiserslautern University of Technology},
 note = {Available at \url{http://imageshack.us/etiam.js}},
 address = {Banī Zayd},
 type = {PhD thesis}
}


"
"Mithan, Adèle. Transfer learning for object category detection. Cakran: University of Oxford, 2014, PhD thesis. Available at https://go.com/sem/fusce/consequat/nulla/nisl/nunc/nisl.html.
"|mla|phdthesis|"@phdthesis{Mithan.2014,
 author = {Mithan, Ad{\`e}le},
 year = {2014},
 title = {Transfer learning for object category detection},
 school = {University of Oxford},
 note = {Available at \url{https://go.com/sem/fusce/consequat/nulla/nisl/nunc/nisl.html}},
 address = {Cakran},
 type = {PhD thesis}
}


"
"Mix, Léane. Caching for flash-based databases and flash-based caching for databases. University of Kaiserslautern, 2012, PhD thesis.
"|mla|phdthesis|"@phdthesis{Mix.2012,
 author = {Mix, L{\'e}ane},
 year = {2012},
 title = {Caching for flash-based databases and flash-based caching for databases},
 school = {University of Kaiserslautern},
 type = {PhD thesis}
}


"
"McNaughton, Mélodie. Um arcabouço cognitivamente inspirado para representação de conhecimento e raciocínio. Universidade Federal do Rio Grande do Sul, 2016, PhD thesis. Available at https://wix.com/purus/phasellus/in/felis/donec/semper/sapien.xml.
"|mla|phdthesis|"@phdthesis{McNaughton.2016,
 author = {McNaughton, M{\'e}lodie},
 year = {2016},
 title = {Um arcabou{\c{c}}o cognitivamente inspirado para representa{\c{c}}{\~a}o de conhecimento e racioc{\'i}nio},
 school = {Universidade Federal do Rio Grande do Sul},
 note = {Available at \url{https://wix.com/purus/phasellus/in/felis/donec/semper/sapien.xml}},
 type = {PhD thesis}
}


"
"McMoyer, Séverine. A Content-Centric Networking Node for a Realistic Efficient Implementation and Deployment. Infanta: University of Rennes 1, 2014, PhD thesis. Un noeud de réseaux orientés contenus réaliste et performant.
"|mla|phdthesis|"@phdthesis{McMoyer.2014,
 author = {McMoyer, S{\'e}verine},
 year = {2014},
 title = {A Content-Centric Networking Node for a Realistic Efficient Implementation and Deployment},
 school = {University of Rennes 1},
 note = {Un noeud de r{\'e}seaux orient{\'e}s contenus r{\'e}aliste et performant},
 address = {Infanta},
 type = {PhD thesis}
}


"
"McLukie, Méryl. Interactive Multiagent Adaptation of Individual Classification Models for Decision Support. University of Bremen, 2019, PhD thesis.
"|mla|phdthesis|"@phdthesis{McLukie.2019,
 author = {McLukie, M{\'e}ryl},
 year = {2019},
 title = {Interactive Multiagent Adaptation of Individual Classification Models for Decision Support},
 school = {University of Bremen},
 type = {PhD thesis}
}


"
"McLarnon, Kallisté. Mobile code offloading for multiple resources. Imperial College London, 2013, PhD thesis.
"|mla|phdthesis|"@phdthesis{McLarnon.2013,
 author = {McLarnon, Kallist{\'e}},
 year = {2013},
 title = {Mobile code offloading for multiple resources},
 school = {Imperial College London},
 type = {PhD thesis}
}


"
"Masarrat, Styrbjörn. Smartphones based social sensing: adaptive sampling; sensing and computation offloading. University of Cambridge, 2013, PhD thesis.
"|mla|phdthesis|"@phdthesis{Masarrat.2013,
 author = {Masarrat, Styrbj{\""o}rn},
 year = {2013},
 title = {Smartphones based social sensing: adaptive sampling; sensing and computation offloading},
 school = {University of Cambridge},
 type = {PhD thesis}
}


"
"Maseres, Fèi. Privacy engineering for social networks. University of Cambridge, 2013, PhD thesis. Available at http://google.com.au/in/faucibus/orci/luctus/et/ultrices.jpg.
"|mla|phdthesis|"@phdthesis{Maseres.2013,
 author = {Maseres, F{\`e}i},
 year = {2013},
 title = {Privacy engineering for social networks},
 school = {University of Cambridge},
 note = {Available at \url{http://google.com.au/in/faucibus/orci/luctus/et/ultrices.jpg}},
 type = {PhD thesis}
}


"
"Master, Yáo. Inferring user needs and tasks from user interactions. Zhouzhuang: University College London, February 2018, PhD thesis. Available at https://buzzfeed.com/pede/justo/lacinia/eget/tincidunt.png.
"|mla|phdthesis|"@phdthesis{Master.2018,
 author = {Master, Y{\'a}o},
 year = {2018},
 title = {Inferring user needs and tasks from user interactions},
 school = {University College London},
 month = {February},
 note = {Available at \url{https://buzzfeed.com/pede/justo/lacinia/eget/tincidunt.png}},
 address = {Zhouzhuang},
 type = {PhD thesis}
}


"
"Mastrantone, Andréanne. Boost the Reliability of the Linux Kernel: Debugging Kernel Oopses. Alacaygan: Pierre and Marie Curie University, 2014, PhD thesis. Aider le mainteneur d'applications libres à répondre aux rapports d'erreur.
"|mla|phdthesis|"@phdthesis{Mastrantone.2014,
 author = {Mastrantone, Andr{\'e}anne},
 year = {2014},
 title = {Boost the Reliability of the Linux Kernel: Debugging Kernel Oopses},
 school = {Pierre and Marie Curie University},
 note = {Aider le mainteneur d'applications libres {\`a} r{\'e}pondre aux rapports d'erreur},
 address = {Alacaygan},
 type = {PhD thesis}
}


"
"Mateuszczyk, Wá. Social search in collaborative tagging networks: the role of ties. University of Hanover, 2013, PhD thesis. Available at http://google.com.hk/vel/ipsum/praesent.js.
"|mla|phdthesis|"@phdthesis{Mateuszczyk.2013,
 author = {Mateuszczyk, W{\'a}},
 year = {2013},
 title = {Social search in collaborative tagging networks: the role of ties},
 school = {University of Hanover},
 note = {Available at \url{http://google.com.hk/vel/ipsum/praesent.js}},
 type = {PhD thesis}
}


"
"Matthai, Publicité. Distributed frequent subgraph mining in the cloud. Delft: Tunis El Manar University, 2013, PhD thesis. Fouille de sous-graphes fréquents dans les nuages.
"|mla|phdthesis|"@phdthesis{Matthai.2013,
 author = {Matthai, Publicit{\'e}},
 year = {2013},
 title = {Distributed frequent subgraph mining in the cloud},
 school = {Tunis El Manar University},
 note = {Fouille de sous-graphes fr{\'e}quents dans les nuages},
 address = {Delft},
 type = {PhD thesis}
}


"
"Mattimoe, Naéva. XML manipulation by non-expert users. Jean Monnet University, 2011, PhD thesis. Manipulation des données XML par des utilisateurs non-experts.
"|mla|phdthesis|"@phdthesis{Mattimoe.2011,
 author = {Mattimoe, Na{\'e}va},
 year = {2011},
 title = {XML manipulation by non-expert users},
 school = {Jean Monnet University},
 note = {Manipulation des donn{\'e}es XML par des utilisateurs non-experts},
 type = {PhD thesis}
}


"
"Mattinson, Torbjörn. Complementing user-level coarse-grain parallelism with implicit speculative parallelism. Port-Vila: University of Edinburgh, October 2012, PhD thesis. Available at https://jigsy.com/amet/eleifend/pede/libero/quis/orci.png.
"|mla|phdthesis|"@phdthesis{Mattinson.2012,
 author = {Mattinson, Torbj{\""o}rn},
 year = {2012},
 title = {Complementing user-level coarse-grain parallelism with implicit speculative parallelism},
 school = {University of Edinburgh},
 month = {October},
 note = {Available at \url{https://jigsy.com/amet/eleifend/pede/libero/quis/orci.png}},
 address = {Port-Vila},
 type = {PhD thesis}
}


"
"Mattityahou, Intéressant. Query processing over graph-structured data on the web. Karlsruhe Institute of Technology, December 2018, PhD thesis. Available at http://diigo.com/vivamus/in/felis/eu/sapien/cursus.json.
"|mla|phdthesis|"@phdthesis{Mattityahou.2018,
 author = {Mattityahou, Int{\'e}ressant},
 year = {2018},
 title = {Query processing over graph-structured data on the web},
 school = {Karlsruhe Institute of Technology},
 month = {December},
 note = {Available at \url{http://diigo.com/vivamus/in/felis/eu/sapien/cursus.json}},
 type = {PhD thesis}
}


"
"Mawson, Noëlla. Generic Model-based Approaches for Software Reverse Engineering and Comprehension. Vrachnaíika: University of Nantes, March 2018, PhD thesis. Approches Génériques Basées sur les Modèles pour la Rétro-Ingénierie et Compréhension du Logiciel.
"|mla|phdthesis|"@phdthesis{Mawson.2018,
 author = {Mawson, No{\""e}lla},
 year = {2018},
 title = {Generic Model-based Approaches for Software Reverse Engineering and Comprehension},
 school = {University of Nantes},
 month = {March},
 note = {Approches G{\'e}n{\'e}riques Bas{\'e}es sur les Mod{\`e}les pour la R{\'e}tro-Ing{\'e}nierie et Compr{\'e}hension du Logiciel},
 address = {Vrachna{\'i}ika},
 type = {PhD thesis}
}


"
"Maxstead, Bérangère. Parallel and External High Quality Graph Partitioning. Jiangkou: Karlsruhe Institute of Technology, 2019, PhD thesis. Available at https://creativecommons.org/cras/pellentesque/volutpat/dui/maecenas/tristique.jsp.
"|mla|phdthesis|"@phdthesis{Maxstead.2019,
 author = {Maxstead, B{\'e}rang{\`e}re},
 year = {2019},
 title = {Parallel and External High Quality Graph Partitioning},
 school = {Karlsruhe Institute of Technology},
 note = {Available at \url{https://creativecommons.org/cras/pellentesque/volutpat/dui/maecenas/tristique.jsp}},
 address = {Jiangkou},
 type = {PhD thesis}
}


"
"Maysor, Mélanie. Kernel methods for time series data. Little Rock: University of Birmingham, 2015, PhD thesis.
"|mla|phdthesis|"@phdthesis{Maysor.2015,
 author = {Maysor, M{\'e}lanie},
 year = {2015},
 title = {Kernel methods for time series data},
 school = {University of Birmingham},
 address = {Little Rock},
 type = {PhD thesis}
}


"
"Mc Caughen, Maëlla. Non-parametric Methods for Correlation Analysis in Multivariate Data with Applications in Data Mining. Žitenice: Karlsruhe Institute of Technology, 2015, PhD thesis.
"|mla|phdthesis|"@phdthesis{McCaughen.2015,
 author = {{Mc Caughen}, Ma{\""e}lla},
 year = {2015},
 title = {Non-parametric Methods for Correlation Analysis in Multivariate Data with Applications in Data Mining},
 school = {Karlsruhe Institute of Technology},
 address = {{\v{Z}}itenice},
 type = {PhD thesis}
}


"
"Moehle, Mélissandre. Analysing volunteer engagement in humanitarian crowdmapping. São João das Lampas: University College London, 2017, PhD thesis. Available at http://ca.gov/sapien/quis/libero.xml.
"|mla|phdthesis|"@phdthesis{Moehle.2017,
 author = {Moehle, M{\'e}lissandre},
 year = {2017},
 title = {Analysing volunteer engagement in humanitarian crowdmapping},
 school = {University College London},
 note = {Available at \url{http://ca.gov/sapien/quis/libero.xml}},
 address = {S{\~a}o Jo{\~a}o das Lampas},
 type = {PhD thesis}
}


"
"McCardle, Gwenaëlle. Real-time business intelligence through compact and efficient query processing under updates. Dongdong: Dresden University of Technology, 2018, PhD thesis. Available at http://cocolog-nifty.com/ante/ipsum/primis.png.
"|mla|phdthesis|"@phdthesis{McCardle.2018,
 author = {McCardle, Gwena{\""e}lle},
 year = {2018},
 title = {Real-time business intelligence through compact and efficient query processing under updates},
 school = {Dresden University of Technology},
 note = {Available at \url{http://cocolog-nifty.com/ante/ipsum/primis.png}},
 address = {Dongdong},
 type = {PhD thesis}
}


"
"McClounan, Kù. Probabilistic tracking with database systems. Champigny-sur-Marne: University of Bonn, 2014, PhD thesis. Available at https://vinaora.com/consequat.jpg.
"|mla|phdthesis|"@phdthesis{McClounan.2014,
 author = {McClounan, K{\`u}},
 year = {2014},
 title = {Probabilistic tracking with database systems},
 school = {University of Bonn},
 note = {Available at \url{https://vinaora.com/consequat.jpg}},
 address = {Champigny-sur-Marne},
 type = {PhD thesis}
}


"
"McCosh, Nélie. Graphene as transparent electrodes for solar cells. Nechanice: MIT, 2017, PhD thesis. Available at http://homestead.com/rhoncus/aliquet.png.
"|mla|phdthesis|"@phdthesis{McCosh.2017,
 author = {McCosh, N{\'e}lie},
 year = {2017},
 title = {Graphene as transparent electrodes for solar cells},
 school = {MIT},
 note = {Available at \url{http://homestead.com/rhoncus/aliquet.png}},
 address = {Nechanice},
 type = {PhD thesis}
}


"
"McCritichie, Judicaël. Mining sequential patterns from probabilistic data. Funafuti: University of Leicester, March 2012, PhD thesis. Available at http://privacy.gov.au/molestie/sed.aspx.
"|mla|phdthesis|"@phdthesis{McCritichie.2012,
 author = {McCritichie, Judica{\""e}l},
 year = {2012},
 title = {Mining sequential patterns from probabilistic data},
 school = {University of Leicester},
 month = {March},
 note = {Available at \url{http://privacy.gov.au/molestie/sed.aspx}},
 address = {Funafuti},
 type = {PhD thesis}
}


"
"McCritichie, Pål. Ontoilper: an ontology- and inductive logic programming-based method to extract instances of entities and relations from texts. Muara Dua: Federal University of Pernambuco, February 2014, PhD thesis.
"|mla|phdthesis|"@phdthesis{McCritichie.2014,
 author = {McCritichie, P{\aa}l},
 year = {2014},
 title = {Ontoilper: an ontology- and inductive logic programming-based method to extract instances of entities and relations from texts},
 school = {Federal University of Pernambuco},
 month = {February},
 address = {Muara Dua},
 type = {PhD thesis}
}


"
"McCuthais, Sòng. Algorithms for shared-memory matrix completion and maximum inner product search. Qīr: Saarland University, 2016, PhD thesis.
"|mla|phdthesis|"@phdthesis{McCuthais.2016,
 author = {McCuthais, S{\`o}ng},
 year = {2016},
 title = {Algorithms for shared-memory matrix completion and maximum inner product search},
 school = {Saarland University},
 address = {Qīr},
 type = {PhD thesis}
}


"
"McDarmid, Bécassine. A Conceptual Model and a Software Framework for Developing Context-Aware Hybrid Recommender Systems. Zapala: University of Duisburg Essen, 2013, PhD thesis.
"|mla|phdthesis|"@phdthesis{McDarmid.2013,
 author = {McDarmid, B{\'e}cassine},
 year = {2013},
 title = {A Conceptual Model and a Software Framework for Developing Context-Aware Hybrid Recommender Systems},
 school = {University of Duisburg Essen},
 address = {Zapala},
 type = {PhD thesis}
}


"
"McDirmid, Fèi. Incremental Linear Model Trees on Big Data. Technical University of Munich, July 2016, PhD thesis. Available at http://1688.com/sit/amet/consectetuer/adipiscing/elit/proin.png.
"|mla|phdthesis|"@phdthesis{McDirmid.2016,
 author = {McDirmid, F{\`e}i},
 year = {2016},
 title = {Incremental Linear Model Trees on Big Data},
 school = {Technical University of Munich},
 month = {July},
 note = {Available at \url{http://1688.com/sit/amet/consectetuer/adipiscing/elit/proin.png}},
 type = {PhD thesis}
}


"
"McGlew, Mélodie. Incremental ontology-based integration for translational medical research. El Marañón: Technical University of Munich, March 2013, PhD thesis.
"|mla|phdthesis|"@phdthesis{McGlew.2013,
 author = {McGlew, M{\'e}lodie},
 year = {2013},
 title = {Incremental ontology-based integration for translational medical research},
 school = {Technical University of Munich},
 month = {March},
 address = {El Mara{\~n}{\'o}n},
 type = {PhD thesis}
}


"
"McGreary, Marie-hélène. Nouvelles approches pour la détection de relations utiles dans les processus: application aux parcours de santé. Krajan: University of Clermont Auvergne, 2018, PhD thesis. New approaches for the discovery of high-utility relations in processes: application to healthcare.
"|mla|phdthesis|"@phdthesis{McGreary.2018,
 author = {McGreary, Marie-h{\'e}l{\`e}ne},
 year = {2018},
 title = {Nouvelles approches pour la d{\'e}tection de relations utiles dans les processus: application aux parcours de sant{\'e}},
 school = {University of Clermont Auvergne},
 note = {New approaches for the discovery of high-utility relations in processes: application to healthcare},
 address = {Krajan},
 type = {PhD thesis}
}


"
"McGuane, Dà. Supporting Researchers: Analyzing the Scholarly Publication Life Cycle and Social Bookmarking Systems. University of Kassel, 2017, PhD thesis.
"|mla|phdthesis|"@phdthesis{McGuane.2017,
 author = {McGuane, D{\`a}},
 year = {2017},
 title = {Supporting Researchers: Analyzing the Scholarly Publication Life Cycle and Social Bookmarking Systems},
 school = {University of Kassel},
 type = {PhD thesis}
}


"
"McGuane, Dù. Evolution of model-driven engineering settings in practice. Miringa: University of Potsdam, November 2014, PhD thesis. Available at https://sfgate.com/tortor/sollicitudin/mi.json.
"|mla|phdthesis|"@phdthesis{McGuane.2014,
 author = {McGuane, D{\`u}},
 year = {2014},
 title = {Evolution of model-driven engineering settings in practice},
 school = {University of Potsdam},
 month = {November},
 note = {Available at \url{https://sfgate.com/tortor/sollicitudin/mi.json}},
 address = {Miringa},
 type = {PhD thesis}
}


"
"McHenry, Daphnée. Static detection of complex vulnerabilities in modern PHP applications. Ruhr University Bochum, 2016, PhD thesis. Available at http://meetup.com/nisi/vulputate/nonummy.xml.
"|mla|phdthesis|"@phdthesis{McHenry.2016,
 author = {McHenry, Daphn{\'e}e},
 year = {2016},
 title = {Static detection of complex vulnerabilities in modern PHP applications},
 school = {Ruhr University Bochum},
 note = {Available at \url{http://meetup.com/nisi/vulputate/nonummy.xml}},
 type = {PhD thesis}
}


"
"McIlherran, Inès. Multiple choice allocations with small maximum loads. Kusi: Saarland University, 2014, PhD thesis. Available at https://canalblog.com/pretium/nisl/ut/volutpat/sapien/arcu/sed.png.
"|mla|phdthesis|"@phdthesis{McIlherran.2014,
 author = {McIlherran, In{\`e}s},
 year = {2014},
 title = {Multiple choice allocations with small maximum loads},
 school = {Saarland University},
 note = {Available at \url{https://canalblog.com/pretium/nisl/ut/volutpat/sapien/arcu/sed.png}},
 address = {Kusi},
 type = {PhD thesis}
}


"
